Target Rank	Target Score	miRNA Name
879	51	hsa-miR-155-5p
880	51	hsa-miR-4685-3p
881	51	hsa-miR-4287
882	51	hsa-miR-1183
883	51	hsa-miR-4316
884	51	hsa-miR-182-5p
885	51	hsa-miR-6852-3p
886	51	hsa-miR-654-3p
887	51	hsa-miR-4534
888	51	hsa-miR-487a-3p
889	51	hsa-miR-5197-5p
890	51	hsa-miR-4662a-5p
891	51	hsa-miR-4470
892	51	hsa-miR-548ao-3p
893	50	hsa-miR-6715b-3p
894	50	hsa-miR-1266-3p
895	50	hsa-miR-4645-3p
896	50	hsa-miR-591
897	50	hsa-miR-150-3p
898	50	hsa-miR-12121
899	50	hsa-miR-6874-5p
900	50	hsa-miR-875-5p
