miRNA	Virus	Start	End	Site type	Target Score
hsa-miR-3613-3p	HCoV-229E	19231	19236	6mer	68
hsa-miR-3613-3p	HCoV-229E	19261	19267	7mer-1a	68
hsa-miR-3613-3p	HCoV-229E	1950	1956	7mer-1a	68
hsa-miR-3613-3p	HCoV-229E	20226	20231	6mer	68
hsa-miR-3613-3p	HCoV-229E	21253	21258	6mer	68
hsa-miR-3613-3p	HCoV-229E	2290	2295	6mer	68
hsa-miR-3613-3p	HCoV-229E	25315	25320	6mer	68
hsa-miR-3613-3p	HCoV-229E	3348	3354	7mer-1a	68
hsa-miR-3613-3p	HCoV-229E	4473	4478	6mer	68
hsa-miR-3613-3p	HCoV-229E	4542	4547	6mer	68
hsa-miR-3613-3p	HCoV-229E	5499	5504	6mer	68
hsa-miR-3613-3p	HCoV-229E	6073	6080	8mer-1a	68
hsa-miR-3613-3p	HCoV-229E	6349	6354	6mer	68
hsa-miR-3613-3p	HCoV-229E	6438	6443	6mer	68
hsa-miR-3613-3p	HCoV-229E	6741	6746	6mer	68
hsa-miR-3613-3p	HCoV-229E	78	83	6mer	68
hsa-miR-3613-3p	HCoV-229E	7938	7944	7mer-1a	68
hsa-miR-3613-3p	HCoV-229E	8136	8141	6mer	68
hsa-miR-3613-3p	HCoV-229E	8589	8595	7mer-m8	68
hsa-miR-3613-3p	HCoV-229E	9558	9563	6mer	68
hsa-miR-3613-5p	HCoV-229E	11852	11858	7mer-1a	66
hsa-miR-3613-5p	HCoV-229E	13852	13858	7mer-1a	66
hsa-miR-3613-5p	HCoV-229E	14516	14522	7mer-m8	66
hsa-miR-3613-5p	HCoV-229E	18033	18039	7mer-m8	66
hsa-miR-3613-5p	HCoV-229E	20389	20394	6mer	66
hsa-miR-3613-5p	HCoV-229E	20924	20929	6mer	66
hsa-miR-3613-5p	HCoV-229E	22577	22582	6mer	66
hsa-miR-3613-5p	HCoV-229E	23746	23752	7mer-m8	66
hsa-miR-3613-5p	HCoV-229E	4069	4075	7mer-1a	66
hsa-miR-3613-5p	HCoV-229E	4415	4421	7mer-1a	66
hsa-miR-3613-5p	HCoV-229E	7073	7078	6mer	66
hsa-miR-3614-5p	HCoV-229E	10286	10291	6mer	59
hsa-miR-3614-5p	HCoV-229E	12373	12378	6mer	59
hsa-miR-3614-5p	HCoV-229E	12383	12388	6mer	59
hsa-miR-3614-5p	HCoV-229E	13900	13905	6mer	59
hsa-miR-3614-5p	HCoV-229E	156	161	6mer	59
hsa-miR-3614-5p	HCoV-229E	16596	16601	6mer	59
hsa-miR-3614-5p	HCoV-229E	18098	18104	7mer-m8	59
hsa-miR-3614-5p	HCoV-229E	18458	18464	7mer-m8	59
hsa-miR-3614-5p	HCoV-229E	20526	20531	6mer	59
hsa-miR-3614-5p	HCoV-229E	21514	21519	6mer	59
hsa-miR-3614-5p	HCoV-229E	22611	22616	6mer	59
hsa-miR-3614-5p	HCoV-229E	23905	23910	6mer	59
hsa-miR-3614-5p	HCoV-229E	26197	26203	7mer-1a	59
hsa-miR-3614-5p	HCoV-229E	324	330	7mer-1a	59
hsa-miR-3614-5p	HCoV-229E	5222	5229	8mer-1a	59
hsa-miR-3614-5p	HCoV-229E	8428	8433	6mer	59
hsa-miR-3617-3p	HCoV-229E	14808	14815	8mer-1a	78
hsa-miR-3617-3p	HCoV-229E	18672	18678	7mer-m8	78
hsa-miR-3617-3p	HCoV-229E	19981	19986	6mer	78
hsa-miR-3617-3p	HCoV-229E	22787	22792	6mer	78
hsa-miR-3617-3p	HCoV-229E	23189	23194	6mer	78
hsa-miR-3617-3p	HCoV-229E	23209	23214	6mer	78
hsa-miR-3617-3p	HCoV-229E	25704	25709	6mer	78
hsa-miR-3617-3p	HCoV-229E	4724	4729	6mer	78
hsa-miR-3617-3p	HCoV-229E	5188	5195	8mer-1a	78
hsa-miR-3617-3p	HCoV-229E	9071	9076	6mer	78
hsa-miR-3622a-3p	HCoV-229E	1418	1424	7mer-m8	61
hsa-miR-3622b-3p	HCoV-229E	1418	1424	7mer-m8	61
hsa-miR-3622a-3p	HCoV-229E	1569	1575	7mer-1a	61
hsa-miR-3622b-3p	HCoV-229E	1569	1575	7mer-1a	61
hsa-miR-3622a-3p	HCoV-229E	17357	17363	7mer-1a	61
hsa-miR-3622b-3p	HCoV-229E	17357	17363	7mer-1a	61
hsa-miR-3622a-3p	HCoV-229E	19046	19051	6mer	61
hsa-miR-3622b-3p	HCoV-229E	19046	19051	6mer	61
hsa-miR-3622a-3p	HCoV-229E	21023	21030	8mer-1a	61
hsa-miR-3622b-3p	HCoV-229E	21023	21030	8mer-1a	61
hsa-miR-3622a-3p	HCoV-229E	25463	25469	7mer-m8	61
hsa-miR-3622b-3p	HCoV-229E	25463	25469	7mer-m8	61
hsa-miR-3622a-3p	HCoV-229E	26515	26520	6mer	61
hsa-miR-3622b-3p	HCoV-229E	26515	26520	6mer	61
hsa-miR-3622a-3p	HCoV-229E	6150	6156	7mer-1a	61
hsa-miR-3622b-3p	HCoV-229E	6150	6156	7mer-1a	61
hsa-miR-3622a-3p	HCoV-229E	7533	7538	6mer	61
hsa-miR-3622b-3p	HCoV-229E	7533	7538	6mer	61
hsa-miR-3622a-3p	HCoV-229E	8406	8411	6mer	61
hsa-miR-3622b-3p	HCoV-229E	8406	8411	6mer	61
hsa-miR-3646	HCoV-229E	11587	11593	7mer-m8	74
hsa-miR-3646	HCoV-229E	129	135	7mer-m8	74
hsa-miR-3646	HCoV-229E	15397	15403	7mer-m8	74
hsa-miR-3646	HCoV-229E	16042	16048	7mer-1a	74
hsa-miR-3646	HCoV-229E	18660	18666	7mer-m8	74
hsa-miR-3646	HCoV-229E	20128	20134	7mer-m8	74
hsa-miR-3646	HCoV-229E	20547	20553	7mer-1a	74
hsa-miR-3646	HCoV-229E	25659	25665	7mer-m8	74
hsa-miR-3646	HCoV-229E	27215	27220	6mer	74
hsa-miR-3646	HCoV-229E	2992	2998	7mer-m8	74
hsa-miR-3646	HCoV-229E	5162	5167	6mer	74
hsa-miR-3646	HCoV-229E	6835	6841	7mer-m8	74
hsa-miR-3646	HCoV-229E	7454	7460	7mer-1a	74
hsa-miR-3646	HCoV-229E	9598	9605	8mer-1a	74
hsa-miR-3658	HCoV-229E	10945	10950	6mer	79
hsa-miR-3658	HCoV-229E	11683	11689	7mer-1a	79
hsa-miR-3658	HCoV-229E	1201	1206	6mer	79
hsa-miR-3658	HCoV-229E	12031	12036	6mer	79
hsa-miR-3658	HCoV-229E	13110	13115	6mer	79
hsa-miR-3658	HCoV-229E	14109	14115	7mer-1a	79
hsa-miR-3658	HCoV-229E	15162	15167	6mer	79
hsa-miR-3658	HCoV-229E	19409	19415	7mer-1a	79
hsa-miR-3658	HCoV-229E	19473	19478	6mer	79
hsa-miR-3658	HCoV-229E	19913	19920	8mer-1a	79
hsa-miR-3658	HCoV-229E	21969	21975	7mer-m8	79
hsa-miR-3658	HCoV-229E	26252	26258	7mer-1a	79
hsa-miR-3658	HCoV-229E	26743	26749	7mer-m8	79
hsa-miR-3658	HCoV-229E	5230	5235	6mer	79
hsa-miR-3658	HCoV-229E	6211	6217	7mer-1a	79
hsa-miR-3658	HCoV-229E	6243	6250	8mer-1a	79
hsa-miR-3658	HCoV-229E	7333	7338	6mer	79
hsa-miR-3658	HCoV-229E	9442	9448	7mer-1a	79
hsa-miR-3658	HCoV-229E	9637	9643	7mer-1a	79
hsa-miR-3659	HCoV-229E	13423	13428	6mer	68
hsa-miR-3659	HCoV-229E	13558	13565	8mer-1a	68
hsa-miR-3659	HCoV-229E	18326	18331	6mer	68
hsa-miR-3659	HCoV-229E	19446	19453	8mer-1a	68
hsa-miR-3659	HCoV-229E	19802	19808	7mer-1a	68
hsa-miR-3659	HCoV-229E	25252	25258	7mer-m8	68
hsa-miR-3662	HCoV-229E	10423	10428	6mer	70
hsa-miR-3662	HCoV-229E	10641	10646	6mer	70
hsa-miR-3662	HCoV-229E	10975	10980	6mer	70
hsa-miR-3662	HCoV-229E	11170	11175	6mer	70
hsa-miR-3662	HCoV-229E	13720	13726	7mer-1a	70
hsa-miR-3662	HCoV-229E	14734	14739	6mer	70
hsa-miR-3662	HCoV-229E	1510	1515	6mer	70
hsa-miR-3662	HCoV-229E	15398	15405	8mer-1a	70
hsa-miR-3662	HCoV-229E	18531	18536	6mer	70
hsa-miR-3662	HCoV-229E	20962	20967	6mer	70
hsa-miR-3662	HCoV-229E	21167	21172	6mer	70
hsa-miR-3662	HCoV-229E	22872	22877	6mer	70
hsa-miR-3662	HCoV-229E	23368	23373	6mer	70
hsa-miR-3662	HCoV-229E	25660	25666	7mer-m8	70
hsa-miR-3662	HCoV-229E	2581	2586	6mer	70
hsa-miR-3662	HCoV-229E	25920	25925	6mer	70
hsa-miR-3662	HCoV-229E	2816	2821	6mer	70
hsa-miR-3662	HCoV-229E	2993	2999	7mer-m8	70
hsa-miR-3662	HCoV-229E	3346	3351	6mer	70
hsa-miR-3662	HCoV-229E	5438	5444	7mer-1a	70
hsa-miR-3662	HCoV-229E	6836	6843	8mer-1a	70
hsa-miR-3662	HCoV-229E	7062	7067	6mer	70
hsa-miR-3662	HCoV-229E	8134	8139	6mer	70
hsa-miR-3662	HCoV-229E	8164	8169	6mer	70
hsa-miR-3663-3p	HCoV-229E	13065	13072	8mer-1a	69
hsa-miR-3663-3p	HCoV-229E	17477	17482	6mer	69
hsa-miR-3663-3p	HCoV-229E	22746	22752	7mer-1a	69
hsa-miR-3663-3p	HCoV-229E	23942	23948	7mer-1a	69
hsa-miR-3663-3p	HCoV-229E	25305	25310	6mer	69
hsa-miR-3663-3p	HCoV-229E	26122	26127	6mer	69
hsa-miR-3663-3p	HCoV-229E	5814	5820	7mer-1a	69
hsa-miR-3663-3p	HCoV-229E	9546	9552	7mer-1a	69
hsa-miR-3665	HCoV-229E	10086	10092	7mer-1a	65
hsa-miR-3665	HCoV-229E	26785	26792	8mer-1a	65
hsa-miR-3665	HCoV-229E	7711	7717	7mer-1a	65
hsa-miR-367-5p	HCoV-229E	13854	13860	7mer-1a	73
hsa-miR-367-5p	HCoV-229E	141	147	7mer-m8	73
hsa-miR-367-5p	HCoV-229E	16486	16491	6mer	73
hsa-miR-367-5p	HCoV-229E	1856	1862	7mer-m8	73
hsa-miR-367-5p	HCoV-229E	2531	2536	6mer	73
hsa-miR-367-5p	HCoV-229E	25401	25406	6mer	73
hsa-miR-367-5p	HCoV-229E	26578	26583	6mer	73
hsa-miR-367-5p	HCoV-229E	5151	5157	7mer-1a	73
hsa-miR-367-5p	HCoV-229E	5312	5318	7mer-m8	73
hsa-miR-367-5p	HCoV-229E	6987	6992	6mer	73
hsa-miR-3671	HCoV-229E	12591	12596	6mer	50
hsa-miR-3671	HCoV-229E	1750	1755	6mer	50
hsa-miR-3671	HCoV-229E	18783	18789	7mer-1a	50
hsa-miR-3671	HCoV-229E	19556	19561	6mer	50
hsa-miR-3671	HCoV-229E	23766	23771	6mer	50
hsa-miR-3671	HCoV-229E	25032	25038	7mer-1a	50
hsa-miR-3671	HCoV-229E	3403	3409	7mer-1a	50
hsa-miR-3671	HCoV-229E	5164	5170	7mer-1a	50
hsa-miR-3671	HCoV-229E	592	597	6mer	50
hsa-miR-3671	HCoV-229E	6566	6572	7mer-m8	50
hsa-miR-3671	HCoV-229E	6667	6672	6mer	50
hsa-miR-3671	HCoV-229E	8929	8935	7mer-1a	50
hsa-miR-3672	HCoV-229E	10031	10038	8mer-1a	78
hsa-miR-6864-3p	HCoV-229E	10031	10038	8mer-1a	78
hsa-miR-3672	HCoV-229E	20553	20560	8mer-1a	78
hsa-miR-6864-3p	HCoV-229E	20553	20560	8mer-1a	78
hsa-miR-3672	HCoV-229E	24354	24360	7mer-1a	78
hsa-miR-6864-3p	HCoV-229E	24354	24360	7mer-1a	78
hsa-miR-3672	HCoV-229E	26135	26140	6mer	78
hsa-miR-6864-3p	HCoV-229E	26135	26140	6mer	78
hsa-miR-3674	HCoV-229E	14180	14185	6mer	89
hsa-miR-3674	HCoV-229E	15633	15638	6mer	89
hsa-miR-3674	HCoV-229E	17385	17391	7mer-m8	89
hsa-miR-3674	HCoV-229E	17712	17717	6mer	89
hsa-miR-3674	HCoV-229E	18770	18776	7mer-1a	89
hsa-miR-3674	HCoV-229E	20388	20393	6mer	89
hsa-miR-3674	HCoV-229E	20622	20628	7mer-1a	89
hsa-miR-3674	HCoV-229E	209	216	8mer-1a	89
hsa-miR-3674	HCoV-229E	21398	21404	7mer-m8	89
hsa-miR-3674	HCoV-229E	22576	22581	6mer	89
hsa-miR-3674	HCoV-229E	22702	22708	7mer-1a	89
hsa-miR-3674	HCoV-229E	23036	23042	7mer-1a	89
hsa-miR-3674	HCoV-229E	24434	24440	7mer-m8	89
hsa-miR-3674	HCoV-229E	8096	8101	6mer	89
hsa-miR-3674	HCoV-229E	9631	9636	6mer	89
hsa-miR-3680-3p	HCoV-229E	10089	10094	6mer	87
hsa-miR-3680-3p	HCoV-229E	10394	10400	7mer-m8	87
hsa-miR-3680-3p	HCoV-229E	11175	11180	6mer	87
hsa-miR-3680-3p	HCoV-229E	11257	11262	6mer	87
hsa-miR-3680-3p	HCoV-229E	11311	11317	7mer-1a	87
hsa-miR-3680-3p	HCoV-229E	1213	1218	6mer	87
hsa-miR-3680-3p	HCoV-229E	13023	13028	6mer	87
hsa-miR-3680-3p	HCoV-229E	14726	14732	7mer-1a	87
hsa-miR-3680-3p	HCoV-229E	15650	15657	8mer-1a	87
hsa-miR-3680-3p	HCoV-229E	16064	16070	7mer-m8	87
hsa-miR-3680-3p	HCoV-229E	16233	16239	7mer-1a	87
hsa-miR-3680-3p	HCoV-229E	20422	20427	6mer	87
hsa-miR-3680-3p	HCoV-229E	23646	23651	6mer	87
hsa-miR-3680-3p	HCoV-229E	23832	23837	6mer	87
hsa-miR-3680-3p	HCoV-229E	2554	2559	6mer	87
hsa-miR-3680-3p	HCoV-229E	25954	25961	8mer-1a	87
hsa-miR-3680-3p	HCoV-229E	26415	26422	8mer-1a	87
hsa-miR-3680-3p	HCoV-229E	343	348	6mer	87
hsa-miR-3680-3p	HCoV-229E	4023	4030	8mer-1a	87
hsa-miR-3680-3p	HCoV-229E	5899	5904	6mer	87
hsa-miR-3680-3p	HCoV-229E	6849	6855	7mer-m8	87
hsa-miR-3680-3p	HCoV-229E	7106	7111	6mer	87
hsa-miR-3680-3p	HCoV-229E	7593	7599	7mer-m8	87
hsa-miR-3680-3p	HCoV-229E	9060	9066	7mer-m8	87
hsa-miR-3680-3p	HCoV-229E	9769	9774	6mer	87
hsa-miR-3682-3p	HCoV-229E	11335	11340	6mer	65
hsa-miR-3682-3p	HCoV-229E	13360	13366	7mer-m8	65
hsa-miR-3682-3p	HCoV-229E	20262	20268	7mer-1a	65
hsa-miR-3682-3p	HCoV-229E	730	737	8mer-1a	65
hsa-miR-3686	HCoV-229E	12564	12569	6mer	64
hsa-miR-3686	HCoV-229E	14647	14653	7mer-m8	64
hsa-miR-3686	HCoV-229E	16602	16608	7mer-m8	64
hsa-miR-3686	HCoV-229E	18933	18938	6mer	64
hsa-miR-3686	HCoV-229E	21	26	6mer	64
hsa-miR-3686	HCoV-229E	3034	3040	7mer-m8	64
hsa-miR-3686	HCoV-229E	4552	4557	6mer	64
hsa-miR-3686	HCoV-229E	4701	4708	8mer-1a	64
hsa-miR-3686	HCoV-229E	7039	7045	7mer-m8	64
hsa-miR-3688-3p	HCoV-229E	15573	15578	6mer	52
hsa-miR-3688-3p	HCoV-229E	203	208	6mer	52
hsa-miR-3688-3p	HCoV-229E	22725	22731	7mer-m8	52
hsa-miR-3688-3p	HCoV-229E	24408	24415	8mer-1a	52
hsa-miR-3688-3p	HCoV-229E	6663	6668	6mer	52
hsa-miR-3688-3p	HCoV-229E	8052	8057	6mer	52
hsa-miR-3688-3p	HCoV-229E	8508	8514	7mer-m8	52
hsa-miR-3688-3p	HCoV-229E	9927	9933	7mer-m8	52
hsa-miR-369-3p	HCoV-229E	10609	10614	6mer	66
hsa-miR-369-3p	HCoV-229E	13843	13848	6mer	66
hsa-miR-369-3p	HCoV-229E	14023	14028	6mer	66
hsa-miR-369-3p	HCoV-229E	14838	14844	7mer-m8	66
hsa-miR-369-3p	HCoV-229E	14958	14964	7mer-m8	66
hsa-miR-369-3p	HCoV-229E	14987	14993	7mer-m8	66
hsa-miR-369-3p	HCoV-229E	16274	16280	7mer-m8	66
hsa-miR-369-3p	HCoV-229E	17000	17006	7mer-m8	66
hsa-miR-369-3p	HCoV-229E	17886	17891	6mer	66
hsa-miR-369-3p	HCoV-229E	18009	18014	6mer	66
hsa-miR-369-3p	HCoV-229E	22754	22760	7mer-1a	66
hsa-miR-369-3p	HCoV-229E	23534	23540	7mer-1a	66
hsa-miR-369-3p	HCoV-229E	23970	23975	6mer	66
hsa-miR-369-3p	HCoV-229E	25926	25931	6mer	66
hsa-miR-369-3p	HCoV-229E	26918	26923	6mer	66
hsa-miR-369-3p	HCoV-229E	2927	2932	6mer	66
hsa-miR-369-3p	HCoV-229E	5782	5788	7mer-1a	66
hsa-miR-369-3p	HCoV-229E	8279	8285	7mer-1a	66
hsa-miR-369-3p	HCoV-229E	9360	9366	7mer-m8	66
hsa-miR-3692-3p	HCoV-229E	10652	10657	6mer	85
hsa-miR-3692-3p	HCoV-229E	13541	13547	7mer-m8	85
hsa-miR-3692-3p	HCoV-229E	15782	15788	7mer-1a	85
hsa-miR-3692-3p	HCoV-229E	16136	16142	7mer-1a	85
hsa-miR-3692-3p	HCoV-229E	17337	17343	7mer-m8	85
hsa-miR-3692-3p	HCoV-229E	20955	20960	6mer	85
hsa-miR-3692-3p	HCoV-229E	22830	22835	6mer	85
hsa-miR-3692-3p	HCoV-229E	23351	23358	8mer-1a	85
hsa-miR-3692-3p	HCoV-229E	247	253	7mer-m8	85
hsa-miR-3692-3p	HCoV-229E	26429	26435	7mer-1a	85
hsa-miR-3692-3p	HCoV-229E	269	276	8mer-1a	85
hsa-miR-3692-3p	HCoV-229E	5467	5472	6mer	85
hsa-miR-3692-3p	HCoV-229E	6483	6489	7mer-m8	85
hsa-miR-3692-3p	HCoV-229E	8484	8490	7mer-m8	85
hsa-miR-3692-3p	HCoV-229E	9653	9658	6mer	85
hsa-miR-3692-3p	HCoV-229E	9958	9965	8mer-1a	85
hsa-miR-371b-5p	HCoV-229E	11155	11162	8mer-1a	73
hsa-miR-373-5p	HCoV-229E	11155	11162	8mer-1a	73
hsa-miR-616-5p	HCoV-229E	11155	11162	8mer-1a	73
hsa-miR-371b-5p	HCoV-229E	13680	13685	6mer	73
hsa-miR-373-5p	HCoV-229E	13680	13685	6mer	73
hsa-miR-616-5p	HCoV-229E	13680	13685	6mer	73
hsa-miR-371b-5p	HCoV-229E	14600	14606	7mer-m8	73
hsa-miR-373-5p	HCoV-229E	14600	14606	7mer-m8	73
hsa-miR-616-5p	HCoV-229E	14600	14606	7mer-m8	73
hsa-miR-371b-5p	HCoV-229E	15874	15880	7mer-1a	73
hsa-miR-373-5p	HCoV-229E	15874	15880	7mer-1a	73
hsa-miR-616-5p	HCoV-229E	15874	15880	7mer-1a	73
hsa-miR-371b-5p	HCoV-229E	18435	18441	7mer-1a	73
hsa-miR-373-5p	HCoV-229E	18435	18441	7mer-1a	73
hsa-miR-616-5p	HCoV-229E	18435	18441	7mer-1a	73
hsa-miR-371b-5p	HCoV-229E	20532	20537	6mer	73
hsa-miR-373-5p	HCoV-229E	20532	20537	6mer	73
hsa-miR-616-5p	HCoV-229E	20532	20537	6mer	73
hsa-miR-371b-5p	HCoV-229E	2321	2326	6mer	73
hsa-miR-373-5p	HCoV-229E	2321	2326	6mer	73
hsa-miR-616-5p	HCoV-229E	2321	2326	6mer	73
hsa-miR-371b-5p	HCoV-229E	3053	3058	6mer	73
hsa-miR-373-5p	HCoV-229E	3053	3058	6mer	73
hsa-miR-616-5p	HCoV-229E	3053	3058	6mer	73
hsa-miR-371b-5p	HCoV-229E	4458	4464	7mer-m8	73
hsa-miR-373-5p	HCoV-229E	4458	4464	7mer-m8	73
hsa-miR-616-5p	HCoV-229E	4458	4464	7mer-m8	73
hsa-miR-371b-5p	HCoV-229E	5829	5835	7mer-m8	73
hsa-miR-373-5p	HCoV-229E	5829	5835	7mer-m8	73
hsa-miR-616-5p	HCoV-229E	5829	5835	7mer-m8	73
hsa-miR-371b-5p	HCoV-229E	6568	6574	7mer-1a	73
hsa-miR-373-5p	HCoV-229E	6568	6574	7mer-1a	73
hsa-miR-616-5p	HCoV-229E	6568	6574	7mer-1a	73
hsa-miR-371b-5p	HCoV-229E	7858	7864	7mer-m8	73
hsa-miR-373-5p	HCoV-229E	7858	7864	7mer-m8	73
hsa-miR-616-5p	HCoV-229E	7858	7864	7mer-m8	73
hsa-miR-371b-5p	HCoV-229E	7949	7954	6mer	73
hsa-miR-373-5p	HCoV-229E	7949	7954	6mer	73
hsa-miR-616-5p	HCoV-229E	7949	7954	6mer	73
hsa-miR-372-5p	HCoV-229E	11156	11162	7mer-1a	60
hsa-miR-372-5p	HCoV-229E	13680	13685	6mer	60
hsa-miR-372-5p	HCoV-229E	14601	14606	6mer	60
hsa-miR-372-5p	HCoV-229E	15874	15880	7mer-1a	60
hsa-miR-372-5p	HCoV-229E	18435	18441	7mer-1a	60
hsa-miR-372-5p	HCoV-229E	20532	20537	6mer	60
hsa-miR-372-5p	HCoV-229E	2321	2326	6mer	60
hsa-miR-372-5p	HCoV-229E	3053	3058	6mer	60
hsa-miR-372-5p	HCoV-229E	4459	4464	6mer	60
hsa-miR-372-5p	HCoV-229E	5830	5835	6mer	60
hsa-miR-372-5p	HCoV-229E	6567	6574	8mer-1a	60
hsa-miR-372-5p	HCoV-229E	7859	7864	6mer	60
hsa-miR-372-5p	HCoV-229E	7949	7954	6mer	60
hsa-miR-374a-3p	HCoV-229E	12502	12507	6mer	59
hsa-miR-374a-3p	HCoV-229E	14427	14433	7mer-1a	59
hsa-miR-374a-3p	HCoV-229E	14664	14669	6mer	59
hsa-miR-374a-3p	HCoV-229E	16260	16265	6mer	59
hsa-miR-374a-3p	HCoV-229E	1780	1785	6mer	59
hsa-miR-374a-3p	HCoV-229E	18339	18345	7mer-1a	59
hsa-miR-374a-3p	HCoV-229E	18705	18711	7mer-1a	59
hsa-miR-374a-3p	HCoV-229E	18734	18740	7mer-m8	59
hsa-miR-374a-3p	HCoV-229E	2209	2214	6mer	59
hsa-miR-374a-3p	HCoV-229E	24628	24634	7mer-1a	59
hsa-miR-374a-3p	HCoV-229E	2668	2674	7mer-1a	59
hsa-miR-374a-3p	HCoV-229E	5190	5196	7mer-m8	59
hsa-miR-374a-3p	HCoV-229E	5383	5388	6mer	59
hsa-miR-374a-3p	HCoV-229E	6603	6608	6mer	59
hsa-miR-374b-3p	HCoV-229E	10468	10474	7mer-1a	67
hsa-miR-374b-3p	HCoV-229E	10825	10830	6mer	67
hsa-miR-374b-3p	HCoV-229E	12765	12770	6mer	67
hsa-miR-374b-3p	HCoV-229E	15642	15647	6mer	67
hsa-miR-374b-3p	HCoV-229E	18795	18800	6mer	67
hsa-miR-374b-3p	HCoV-229E	21316	21321	6mer	67
hsa-miR-374b-3p	HCoV-229E	22552	22557	6mer	67
hsa-miR-374b-3p	HCoV-229E	26006	26012	7mer-1a	67
hsa-miR-374b-3p	HCoV-229E	27246	27252	7mer-m8	67
hsa-miR-374b-3p	HCoV-229E	4200	4206	7mer-m8	67
hsa-miR-374b-3p	HCoV-229E	5590	5595	6mer	67
hsa-miR-374b-3p	HCoV-229E	5644	5650	7mer-1a	67
hsa-miR-374b-3p	HCoV-229E	6268	6273	6mer	67
hsa-miR-374b-3p	HCoV-229E	6376	6381	6mer	67
hsa-miR-374b-3p	HCoV-229E	7339	7344	6mer	67
hsa-miR-374b-3p	HCoV-229E	7480	7486	7mer-1a	67
hsa-miR-374b-3p	HCoV-229E	7537	7542	6mer	67
hsa-miR-374b-3p	HCoV-229E	7729	7734	6mer	67
hsa-miR-374b-3p	HCoV-229E	7966	7971	6mer	67
hsa-miR-374b-3p	HCoV-229E	8986	8991	6mer	67
hsa-miR-374b-3p	HCoV-229E	9939	9946	8mer-1a	67
hsa-miR-374c-3p	HCoV-229E	12765	12771	7mer-m8	56
hsa-miR-374c-3p	HCoV-229E	14869	14874	6mer	56
hsa-miR-374c-3p	HCoV-229E	18795	18802	8mer-1a	56
hsa-miR-374c-3p	HCoV-229E	6268	6274	7mer-m8	56
hsa-miR-374c-3p	HCoV-229E	6376	6382	7mer-m8	56
hsa-miR-374c-3p	HCoV-229E	7537	7543	7mer-m8	56
hsa-miR-374c-3p	HCoV-229E	7655	7660	6mer	56
hsa-miR-374c-3p	HCoV-229E	7729	7735	7mer-m8	56
hsa-miR-374c-3p	HCoV-229E	7966	7972	7mer-m8	56
hsa-miR-374c-3p	HCoV-229E	881	886	6mer	56
hsa-miR-376c-3p	HCoV-229E	11385	11391	7mer-1a	65
hsa-miR-376c-3p	HCoV-229E	15054	15059	6mer	65
hsa-miR-376c-3p	HCoV-229E	16408	16414	7mer-m8	65
hsa-miR-376c-3p	HCoV-229E	16905	16910	6mer	65
hsa-miR-376c-3p	HCoV-229E	1768	1773	6mer	65
hsa-miR-376c-3p	HCoV-229E	17766	17771	6mer	65
hsa-miR-376c-3p	HCoV-229E	18426	18431	6mer	65
hsa-miR-376c-3p	HCoV-229E	19968	19973	6mer	65
hsa-miR-376c-3p	HCoV-229E	20234	20239	6mer	65
hsa-miR-376c-3p	HCoV-229E	22107	22112	6mer	65
hsa-miR-376c-3p	HCoV-229E	2243	2248	6mer	65
hsa-miR-376c-3p	HCoV-229E	2269	2274	6mer	65
hsa-miR-376c-3p	HCoV-229E	26994	27001	8mer-1a	65
hsa-miR-376c-3p	HCoV-229E	27118	27123	6mer	65
hsa-miR-376c-3p	HCoV-229E	3178	3184	7mer-1a	65
hsa-miR-376c-3p	HCoV-229E	5518	5523	6mer	65
hsa-miR-376c-3p	HCoV-229E	7000	7005	6mer	65
hsa-miR-376c-3p	HCoV-229E	8847	8852	6mer	65
hsa-miR-382-5p	HCoV-229E	14518	14524	7mer-m8	88
hsa-miR-382-5p	HCoV-229E	14655	14661	7mer-m8	88
hsa-miR-382-5p	HCoV-229E	1552	1559	8mer-1a	88
hsa-miR-382-5p	HCoV-229E	16087	16093	7mer-1a	88
hsa-miR-382-5p	HCoV-229E	16753	16758	6mer	88
hsa-miR-382-5p	HCoV-229E	19314	19319	6mer	88
hsa-miR-382-5p	HCoV-229E	21993	21998	6mer	88
hsa-miR-382-5p	HCoV-229E	24115	24120	6mer	88
hsa-miR-382-5p	HCoV-229E	24216	24221	6mer	88
hsa-miR-382-5p	HCoV-229E	24374	24379	6mer	88
hsa-miR-382-5p	HCoV-229E	26500	26506	7mer-m8	88
hsa-miR-382-5p	HCoV-229E	6032	6037	6mer	88
hsa-miR-382-5p	HCoV-229E	7074	7080	7mer-m8	88
hsa-miR-382-5p	HCoV-229E	7461	7467	7mer-m8	88
hsa-miR-382-5p	HCoV-229E	9326	9332	7mer-m8	88
hsa-miR-383-3p	HCoV-229E	10688	10693	6mer	64
hsa-miR-383-3p	HCoV-229E	11403	11408	6mer	64
hsa-miR-383-3p	HCoV-229E	1170	1175	6mer	64
hsa-miR-383-3p	HCoV-229E	12051	12056	6mer	64
hsa-miR-383-3p	HCoV-229E	1380	1386	7mer-1a	64
hsa-miR-383-3p	HCoV-229E	158	164	7mer-m8	64
hsa-miR-383-3p	HCoV-229E	1716	1721	6mer	64
hsa-miR-383-3p	HCoV-229E	18017	18022	6mer	64
hsa-miR-383-3p	HCoV-229E	18083	18088	6mer	64
hsa-miR-383-3p	HCoV-229E	18476	18481	6mer	64
