miRNA	Virus	Start	End	Site type	Target Score
hsa-miR-219a-1-3p	MERS-CoV	2017	2023	7mer-m8	67
hsa-miR-219a-1-3p	MERS-CoV	21739	21744	6mer	67
hsa-miR-219a-1-3p	MERS-CoV	22491	22496	6mer	67
hsa-miR-219a-1-3p	MERS-CoV	25773	25779	7mer-1a	67
hsa-miR-219a-1-3p	MERS-CoV	27867	27874	8mer-1a	67
hsa-miR-219a-1-3p	MERS-CoV	338	343	6mer	67
hsa-miR-219a-1-3p	MERS-CoV	4196	4201	6mer	67
hsa-miR-219a-1-3p	MERS-CoV	8768	8773	6mer	67
hsa-miR-219a-1-3p	MERS-CoV	9169	9175	7mer-1a	67
hsa-miR-219a-2-3p	MERS-CoV	10740	10746	7mer-1a	58
hsa-miR-219a-2-3p	MERS-CoV	1771	1776	6mer	58
hsa-miR-219a-2-3p	MERS-CoV	17751	17758	8mer-1a	58
hsa-miR-219a-2-3p	MERS-CoV	21827	21832	6mer	58
hsa-miR-219a-2-3p	MERS-CoV	22049	22054	6mer	58
hsa-miR-219a-2-3p	MERS-CoV	25127	25132	6mer	58
hsa-miR-219a-2-3p	MERS-CoV	2614	2620	7mer-m8	58
hsa-miR-219a-2-3p	MERS-CoV	263	268	6mer	58
hsa-miR-219a-2-3p	MERS-CoV	28766	28771	6mer	58
hsa-miR-219a-2-3p	MERS-CoV	29009	29015	7mer-m8	58
hsa-miR-219a-2-3p	MERS-CoV	3667	3673	7mer-1a	58
hsa-miR-219a-2-3p	MERS-CoV	4534	4540	7mer-m8	58
hsa-miR-219a-2-3p	MERS-CoV	6043	6048	6mer	58
hsa-miR-219a-2-3p	MERS-CoV	7900	7905	6mer	58
hsa-miR-219b-3p	MERS-CoV	10740	10746	7mer-1a	63
hsa-miR-219b-3p	MERS-CoV	1770	1776	7mer-m8	63
hsa-miR-219b-3p	MERS-CoV	17752	17758	7mer-1a	63
hsa-miR-219b-3p	MERS-CoV	21827	21832	6mer	63
hsa-miR-219b-3p	MERS-CoV	22048	22054	7mer-m8	63
hsa-miR-219b-3p	MERS-CoV	25126	25132	7mer-m8	63
hsa-miR-219b-3p	MERS-CoV	2615	2620	6mer	63
hsa-miR-219b-3p	MERS-CoV	262	268	7mer-m8	63
hsa-miR-219b-3p	MERS-CoV	28766	28771	6mer	63
hsa-miR-219b-3p	MERS-CoV	29010	29015	6mer	63
hsa-miR-219b-3p	MERS-CoV	3666	3673	8mer-1a	63
hsa-miR-219b-3p	MERS-CoV	4535	4540	6mer	63
hsa-miR-219b-3p	MERS-CoV	6043	6048	6mer	63
hsa-miR-219b-3p	MERS-CoV	7900	7905	6mer	63
hsa-miR-222-5p	MERS-CoV	11276	11281	6mer	54
hsa-miR-222-5p	MERS-CoV	14221	14226	6mer	54
hsa-miR-222-5p	MERS-CoV	14236	14241	6mer	54
hsa-miR-222-5p	MERS-CoV	14314	14319	6mer	54
hsa-miR-222-5p	MERS-CoV	17968	17974	7mer-1a	54
hsa-miR-222-5p	MERS-CoV	20130	20136	7mer-m8	54
hsa-miR-222-5p	MERS-CoV	20404	20409	6mer	54
hsa-miR-222-5p	MERS-CoV	21474	21480	7mer-m8	54
hsa-miR-222-5p	MERS-CoV	22988	22994	7mer-1a	54
hsa-miR-222-5p	MERS-CoV	26013	26019	7mer-1a	54
hsa-miR-222-5p	MERS-CoV	2608	2614	7mer-m8	54
hsa-miR-222-5p	MERS-CoV	26913	26919	7mer-m8	54
hsa-miR-222-5p	MERS-CoV	3341	3347	7mer-1a	54
hsa-miR-222-5p	MERS-CoV	8581	8586	6mer	54
hsa-miR-222-5p	MERS-CoV	9734	9739	6mer	54
hsa-miR-223-3p	MERS-CoV	15959	15964	6mer	53
hsa-miR-223-3p	MERS-CoV	16860	16866	7mer-m8	53
hsa-miR-223-3p	MERS-CoV	2610	2616	7mer-1a	53
hsa-miR-223-3p	MERS-CoV	26915	26920	6mer	53
hsa-miR-223-3p	MERS-CoV	27412	27418	7mer-m8	53
hsa-miR-223-3p	MERS-CoV	5156	5162	7mer-m8	53
hsa-miR-223-5p	MERS-CoV	15745	15750	6mer	61
hsa-miR-223-5p	MERS-CoV	237	242	6mer	61
hsa-miR-223-5p	MERS-CoV	27277	27282	6mer	61
hsa-miR-223-5p	MERS-CoV	28622	28629	8mer-1a	61
hsa-miR-223-5p	MERS-CoV	5667	5673	7mer-m8	61
hsa-miR-223-5p	MERS-CoV	5937	5943	7mer-m8	61
hsa-miR-223-5p	MERS-CoV	7807	7813	7mer-1a	61
hsa-miR-223-5p	MERS-CoV	877	882	6mer	61
hsa-miR-223-5p	MERS-CoV	8898	8903	6mer	61
hsa-miR-2278	MERS-CoV	14142	14147	6mer	73
hsa-miR-2278	MERS-CoV	1415	1420	6mer	73
hsa-miR-2278	MERS-CoV	17290	17296	7mer-1a	73
hsa-miR-2278	MERS-CoV	18032	18038	7mer-1a	73
hsa-miR-2278	MERS-CoV	18782	18787	6mer	73
hsa-miR-2278	MERS-CoV	18957	18963	7mer-m8	73
hsa-miR-2278	MERS-CoV	21085	21090	6mer	73
hsa-miR-2278	MERS-CoV	22962	22967	6mer	73
hsa-miR-2278	MERS-CoV	23663	23668	6mer	73
hsa-miR-2278	MERS-CoV	24730	24736	7mer-m8	73
hsa-miR-2278	MERS-CoV	5113	5120	8mer-1a	73
hsa-miR-2278	MERS-CoV	5454	5460	7mer-m8	73
hsa-miR-2278	MERS-CoV	7174	7180	7mer-1a	73
hsa-miR-2278	MERS-CoV	7414	7419	6mer	73
hsa-miR-2278	MERS-CoV	9406	9411	6mer	73
hsa-miR-2467-3p	MERS-CoV	16280	16285	6mer	55
hsa-miR-2467-3p	MERS-CoV	17662	17667	6mer	55
hsa-miR-2467-3p	MERS-CoV	18659	18666	8mer-1a	55
hsa-miR-2467-3p	MERS-CoV	19130	19135	6mer	55
hsa-miR-2467-3p	MERS-CoV	19495	19501	7mer-1a	55
hsa-miR-2467-3p	MERS-CoV	21716	21722	7mer-1a	55
hsa-miR-2467-3p	MERS-CoV	25865	25870	6mer	55
hsa-miR-2467-3p	MERS-CoV	27519	27524	6mer	55
hsa-miR-2467-3p	MERS-CoV	29998	30004	7mer-m8	55
hsa-miR-2467-3p	MERS-CoV	4199	4204	6mer	55
hsa-miR-2467-3p	MERS-CoV	7416	7421	6mer	55
hsa-miR-2467-3p	MERS-CoV	7736	7742	7mer-m8	55
hsa-miR-25-3p	MERS-CoV	13370	13376	7mer-m8	79
hsa-miR-32-5p	MERS-CoV	13370	13376	7mer-m8	83
hsa-miR-363-3p	MERS-CoV	13370	13376	7mer-m8	81
hsa-miR-367-3p	MERS-CoV	13370	13376	7mer-m8	79
hsa-miR-25-3p	MERS-CoV	17896	17901	6mer	79
hsa-miR-32-5p	MERS-CoV	17896	17901	6mer	83
hsa-miR-363-3p	MERS-CoV	17896	17901	6mer	81
hsa-miR-367-3p	MERS-CoV	17896	17901	6mer	79
hsa-miR-25-3p	MERS-CoV	18628	18635	8mer-1a	79
hsa-miR-32-5p	MERS-CoV	18628	18635	8mer-1a	83
hsa-miR-363-3p	MERS-CoV	18628	18635	8mer-1a	81
hsa-miR-367-3p	MERS-CoV	18628	18635	8mer-1a	79
hsa-miR-25-3p	MERS-CoV	18663	18668	6mer	79
hsa-miR-32-5p	MERS-CoV	18663	18668	6mer	83
hsa-miR-363-3p	MERS-CoV	18663	18668	6mer	81
hsa-miR-367-3p	MERS-CoV	18663	18668	6mer	79
hsa-miR-25-3p	MERS-CoV	18820	18826	7mer-1a	79
hsa-miR-32-5p	MERS-CoV	18820	18826	7mer-1a	83
hsa-miR-363-3p	MERS-CoV	18820	18826	7mer-1a	81
hsa-miR-367-3p	MERS-CoV	18820	18826	7mer-1a	79
hsa-miR-25-3p	MERS-CoV	19174	19179	6mer	79
hsa-miR-32-5p	MERS-CoV	19174	19179	6mer	83
hsa-miR-363-3p	MERS-CoV	19174	19179	6mer	81
hsa-miR-367-3p	MERS-CoV	19174	19179	6mer	79
hsa-miR-25-3p	MERS-CoV	20629	20634	6mer	79
hsa-miR-32-5p	MERS-CoV	20629	20634	6mer	83
hsa-miR-363-3p	MERS-CoV	20629	20634	6mer	81
hsa-miR-367-3p	MERS-CoV	20629	20634	6mer	79
hsa-miR-25-3p	MERS-CoV	20745	20750	6mer	79
hsa-miR-32-5p	MERS-CoV	20745	20750	6mer	83
hsa-miR-363-3p	MERS-CoV	20745	20750	6mer	81
hsa-miR-367-3p	MERS-CoV	20745	20750	6mer	79
hsa-miR-25-3p	MERS-CoV	22674	22679	6mer	79
hsa-miR-32-5p	MERS-CoV	22674	22679	6mer	83
hsa-miR-363-3p	MERS-CoV	22674	22679	6mer	81
hsa-miR-367-3p	MERS-CoV	22674	22679	6mer	79
hsa-miR-25-3p	MERS-CoV	23886	23891	6mer	79
hsa-miR-32-5p	MERS-CoV	23886	23891	6mer	83
hsa-miR-363-3p	MERS-CoV	23886	23891	6mer	81
hsa-miR-367-3p	MERS-CoV	23886	23891	6mer	79
hsa-miR-25-3p	MERS-CoV	27710	27716	7mer-m8	79
hsa-miR-32-5p	MERS-CoV	27710	27716	7mer-m8	83
hsa-miR-363-3p	MERS-CoV	27710	27716	7mer-m8	81
hsa-miR-367-3p	MERS-CoV	27710	27716	7mer-m8	79
hsa-miR-25-3p	MERS-CoV	29912	29919	8mer-1a	79
hsa-miR-32-5p	MERS-CoV	29912	29919	8mer-1a	83
hsa-miR-363-3p	MERS-CoV	29912	29919	8mer-1a	81
hsa-miR-367-3p	MERS-CoV	29912	29919	8mer-1a	79
hsa-miR-25-3p	MERS-CoV	4269	4276	8mer-1a	79
hsa-miR-32-5p	MERS-CoV	4269	4276	8mer-1a	83
hsa-miR-363-3p	MERS-CoV	4269	4276	8mer-1a	81
hsa-miR-367-3p	MERS-CoV	4269	4276	8mer-1a	79
hsa-miR-25-3p	MERS-CoV	5291	5297	7mer-m8	79
hsa-miR-32-5p	MERS-CoV	5291	5297	7mer-m8	83
hsa-miR-363-3p	MERS-CoV	5291	5297	7mer-m8	81
hsa-miR-367-3p	MERS-CoV	5291	5297	7mer-m8	79
hsa-miR-25-3p	MERS-CoV	7034	7039	6mer	79
hsa-miR-32-5p	MERS-CoV	7034	7039	6mer	83
hsa-miR-363-3p	MERS-CoV	7034	7039	6mer	81
hsa-miR-367-3p	MERS-CoV	7034	7039	6mer	79
hsa-miR-25-3p	MERS-CoV	9668	9673	6mer	79
hsa-miR-32-5p	MERS-CoV	9668	9673	6mer	83
hsa-miR-363-3p	MERS-CoV	9668	9673	6mer	81
hsa-miR-367-3p	MERS-CoV	9668	9673	6mer	79
hsa-miR-2682-3p	MERS-CoV	11879	11884	6mer	66
hsa-miR-6781-3p	MERS-CoV	11879	11884	6mer	69
hsa-miR-2682-3p	MERS-CoV	13631	13638	8mer-1a	66
hsa-miR-6781-3p	MERS-CoV	13631	13638	8mer-1a	69
hsa-miR-2682-3p	MERS-CoV	16161	16168	8mer-1a	66
hsa-miR-6781-3p	MERS-CoV	16161	16168	8mer-1a	69
hsa-miR-2682-3p	MERS-CoV	16632	16638	7mer-m8	66
hsa-miR-6781-3p	MERS-CoV	16632	16638	7mer-m8	69
hsa-miR-2682-3p	MERS-CoV	17447	17453	7mer-1a	66
hsa-miR-6781-3p	MERS-CoV	17447	17453	7mer-1a	69
hsa-miR-2682-3p	MERS-CoV	18231	18237	7mer-m8	66
hsa-miR-6781-3p	MERS-CoV	18231	18237	7mer-m8	69
hsa-miR-2682-3p	MERS-CoV	27544	27549	6mer	66
hsa-miR-6781-3p	MERS-CoV	27544	27549	6mer	69
hsa-miR-2682-3p	MERS-CoV	3197	3202	6mer	66
hsa-miR-6781-3p	MERS-CoV	3197	3202	6mer	69
hsa-miR-2682-3p	MERS-CoV	553	558	6mer	66
hsa-miR-6781-3p	MERS-CoV	553	558	6mer	69
hsa-miR-26b-3p	MERS-CoV	10806	10811	6mer	69
hsa-miR-26b-3p	MERS-CoV	1710	1716	7mer-1a	69
hsa-miR-26b-3p	MERS-CoV	18431	18436	6mer	69
hsa-miR-26b-3p	MERS-CoV	18611	18617	7mer-1a	69
hsa-miR-26b-3p	MERS-CoV	22581	22586	6mer	69
hsa-miR-26b-3p	MERS-CoV	24639	24644	6mer	69
hsa-miR-26b-3p	MERS-CoV	29222	29228	7mer-1a	69
hsa-miR-26b-3p	MERS-CoV	30017	30022	6mer	69
hsa-miR-26b-3p	MERS-CoV	3546	3552	7mer-1a	69
hsa-miR-26b-3p	MERS-CoV	4767	4773	7mer-m8	69
hsa-miR-26b-3p	MERS-CoV	5718	5725	8mer-1a	69
hsa-miR-296-3p	MERS-CoV	10311	10317	7mer-1a	69
hsa-miR-296-3p	MERS-CoV	13467	13472	6mer	69
hsa-miR-296-3p	MERS-CoV	18712	18718	7mer-m8	69
hsa-miR-296-3p	MERS-CoV	24933	24939	7mer-1a	69
hsa-miR-296-3p	MERS-CoV	28980	28986	7mer-1a	69
hsa-miR-296-3p	MERS-CoV	29534	29540	7mer-m8	69
hsa-miR-296-3p	MERS-CoV	4488	4493	6mer	69
hsa-miR-296-3p	MERS-CoV	6796	6803	8mer-1a	69
hsa-miR-297	MERS-CoV	19268	19273	6mer	77
hsa-miR-297	MERS-CoV	2427	2433	7mer-1a	77
hsa-miR-297	MERS-CoV	24617	24623	7mer-1a	77
hsa-miR-297	MERS-CoV	26529	26535	7mer-m8	77
hsa-miR-297	MERS-CoV	26933	26939	7mer-m8	77
hsa-miR-297	MERS-CoV	6335	6341	7mer-m8	77
hsa-miR-297	MERS-CoV	7168	7173	6mer	77
hsa-miR-297	MERS-CoV	7264	7270	7mer-1a	77
hsa-miR-297	MERS-CoV	8185	8192	8mer-1a	77
hsa-miR-297	MERS-CoV	9948	9954	7mer-m8	77
hsa-miR-298	MERS-CoV	12640	12646	7mer-m8	69
hsa-miR-298	MERS-CoV	14822	14828	7mer-1a	69
hsa-miR-298	MERS-CoV	16144	16149	6mer	69
hsa-miR-298	MERS-CoV	17304	17310	7mer-m8	69
hsa-miR-298	MERS-CoV	20604	20611	8mer-1a	69
hsa-miR-298	MERS-CoV	21179	21185	7mer-1a	69
hsa-miR-298	MERS-CoV	22832	22837	6mer	69
hsa-miR-298	MERS-CoV	24905	24910	6mer	69
hsa-miR-298	MERS-CoV	26213	26219	7mer-m8	69
hsa-miR-298	MERS-CoV	5264	5270	7mer-1a	69
hsa-miR-298	MERS-CoV	6958	6964	7mer-m8	69
hsa-miR-298	MERS-CoV	7017	7022	6mer	69
hsa-miR-298	MERS-CoV	7031	7037	7mer-1a	69
hsa-miR-299-5p	MERS-CoV	13160	13166	7mer-1a	62
hsa-miR-299-5p	MERS-CoV	14197	14203	7mer-1a	62
hsa-miR-299-5p	MERS-CoV	20660	20666	7mer-m8	62
hsa-miR-299-5p	MERS-CoV	23947	23953	7mer-1a	62
hsa-miR-299-5p	MERS-CoV	25929	25934	6mer	62
hsa-miR-299-5p	MERS-CoV	26338	26343	6mer	62
hsa-miR-299-5p	MERS-CoV	26863	26868	6mer	62
hsa-miR-299-5p	MERS-CoV	27804	27810	7mer-m8	62
hsa-miR-299-5p	MERS-CoV	3569	3574	6mer	62
hsa-miR-299-5p	MERS-CoV	4486	4491	6mer	62
hsa-miR-299-5p	MERS-CoV	5920	5927	8mer-1a	62
hsa-miR-299-5p	MERS-CoV	6251	6256	6mer	62
hsa-miR-299-5p	MERS-CoV	8234	8239	6mer	62
hsa-miR-29b-1-5p	MERS-CoV	13652	13657	6mer	73
hsa-miR-29b-1-5p	MERS-CoV	19835	19840	6mer	73
hsa-miR-29b-1-5p	MERS-CoV	21143	21148	6mer	73
hsa-miR-29b-1-5p	MERS-CoV	21310	21315	6mer	73
hsa-miR-29b-1-5p	MERS-CoV	22505	22511	7mer-m8	73
hsa-miR-29b-1-5p	MERS-CoV	22808	22814	7mer-1a	73
hsa-miR-29b-1-5p	MERS-CoV	3944	3949	6mer	73
hsa-miR-29b-1-5p	MERS-CoV	444	449	6mer	73
hsa-miR-29b-1-5p	MERS-CoV	5132	5138	7mer-1a	73
hsa-miR-29b-1-5p	MERS-CoV	8353	8360	8mer-1a	73
hsa-miR-29b-1-5p	MERS-CoV	8631	8636	6mer	73
hsa-miR-372-3p	MERS-CoV	102	107	6mer	55
hsa-miR-373-3p	MERS-CoV	102	107	6mer	56
hsa-miR-372-3p	MERS-CoV	11509	11515	7mer-1a	55
hsa-miR-373-3p	MERS-CoV	11509	11515	7mer-1a	56
hsa-miR-372-3p	MERS-CoV	13810	13815	6mer	55
hsa-miR-373-3p	MERS-CoV	13810	13815	6mer	56
hsa-miR-372-3p	MERS-CoV	14609	14615	7mer-1a	55
hsa-miR-373-3p	MERS-CoV	14609	14615	7mer-1a	56
hsa-miR-372-3p	MERS-CoV	15339	15344	6mer	55
hsa-miR-373-3p	MERS-CoV	15339	15344	6mer	56
hsa-miR-372-3p	MERS-CoV	15527	15533	7mer-1a	55
hsa-miR-373-3p	MERS-CoV	15527	15533	7mer-1a	56
hsa-miR-372-3p	MERS-CoV	15663	15669	7mer-m8	55
hsa-miR-373-3p	MERS-CoV	15663	15669	7mer-m8	56
hsa-miR-372-3p	MERS-CoV	21985	21990	6mer	55
hsa-miR-373-3p	MERS-CoV	21985	21990	6mer	56
hsa-miR-372-3p	MERS-CoV	25961	25966	6mer	55
hsa-miR-373-3p	MERS-CoV	25961	25966	6mer	56
hsa-miR-372-3p	MERS-CoV	27369	27375	7mer-1a	55
hsa-miR-373-3p	MERS-CoV	27369	27375	7mer-1a	56
hsa-miR-372-3p	MERS-CoV	29158	29163	6mer	55
hsa-miR-373-3p	MERS-CoV	29158	29163	6mer	56
hsa-miR-372-3p	MERS-CoV	29326	29331	6mer	55
hsa-miR-373-3p	MERS-CoV	29326	29331	6mer	56
hsa-miR-372-3p	MERS-CoV	6206	6212	7mer-m8	55
hsa-miR-373-3p	MERS-CoV	6206	6212	7mer-m8	56
hsa-miR-372-3p	MERS-CoV	6520	6525	6mer	55
hsa-miR-373-3p	MERS-CoV	6520	6525	6mer	56
hsa-miR-372-3p	MERS-CoV	8370	8376	7mer-1a	55
hsa-miR-373-3p	MERS-CoV	8370	8376	7mer-1a	56
hsa-miR-302b-5p	MERS-CoV	1008	1014	7mer-1a	83
hsa-miR-302d-5p	MERS-CoV	1008	1014	7mer-1a	83
hsa-miR-302b-5p	MERS-CoV	15569	15576	8mer-1a	83
hsa-miR-302d-5p	MERS-CoV	15569	15576	8mer-1a	83
hsa-miR-302b-5p	MERS-CoV	17244	17249	6mer	83
hsa-miR-302d-5p	MERS-CoV	17244	17249	6mer	83
hsa-miR-302b-5p	MERS-CoV	17379	17384	6mer	83
hsa-miR-302d-5p	MERS-CoV	17379	17384	6mer	83
hsa-miR-302b-5p	MERS-CoV	18024	18030	7mer-1a	83
hsa-miR-302d-5p	MERS-CoV	18024	18030	7mer-1a	83
hsa-miR-302b-5p	MERS-CoV	20453	20458	6mer	83
hsa-miR-302d-5p	MERS-CoV	20453	20458	6mer	83
hsa-miR-302b-5p	MERS-CoV	20480	20486	7mer-1a	83
hsa-miR-302d-5p	MERS-CoV	20480	20486	7mer-1a	83
hsa-miR-302b-5p	MERS-CoV	20646	20651	6mer	83
hsa-miR-302d-5p	MERS-CoV	20646	20651	6mer	83
hsa-miR-302b-5p	MERS-CoV	21246	21252	7mer-1a	83
hsa-miR-302d-5p	MERS-CoV	21246	21252	7mer-1a	83
hsa-miR-302b-5p	MERS-CoV	21386	21391	6mer	83
hsa-miR-302d-5p	MERS-CoV	21386	21391	6mer	83
hsa-miR-302b-5p	MERS-CoV	25272	25278	7mer-m8	83
hsa-miR-302d-5p	MERS-CoV	25272	25278	7mer-m8	83
hsa-miR-302b-5p	MERS-CoV	25303	25309	7mer-1a	83
hsa-miR-302d-5p	MERS-CoV	25303	25309	7mer-1a	83
hsa-miR-302b-5p	MERS-CoV	27899	27905	7mer-1a	83
hsa-miR-302d-5p	MERS-CoV	27899	27905	7mer-1a	83
hsa-miR-302b-5p	MERS-CoV	29958	29963	6mer	83
hsa-miR-302d-5p	MERS-CoV	29958	29963	6mer	83
hsa-miR-302b-5p	MERS-CoV	29984	29991	8mer-1a	83
hsa-miR-302d-5p	MERS-CoV	29984	29991	8mer-1a	83
hsa-miR-302b-5p	MERS-CoV	4924	4930	7mer-1a	83
hsa-miR-302d-5p	MERS-CoV	4924	4930	7mer-1a	83
hsa-miR-302b-5p	MERS-CoV	5589	5594	6mer	83
hsa-miR-302d-5p	MERS-CoV	5589	5594	6mer	83
hsa-miR-302b-5p	MERS-CoV	6681	6687	7mer-m8	83
hsa-miR-302d-5p	MERS-CoV	6681	6687	7mer-m8	83
hsa-miR-302b-5p	MERS-CoV	7671	7678	8mer-1a	83
hsa-miR-302d-5p	MERS-CoV	7671	7678	8mer-1a	83
hsa-miR-302b-5p	MERS-CoV	8534	8540	7mer-m8	83
hsa-miR-302d-5p	MERS-CoV	8534	8540	7mer-m8	83
hsa-miR-302b-5p	MERS-CoV	8653	8658	6mer	83
hsa-miR-302d-5p	MERS-CoV	8653	8658	6mer	83
hsa-miR-302c-5p	MERS-CoV	10631	10636	6mer	96
hsa-miR-302c-5p	MERS-CoV	10903	10909	7mer-m8	96
hsa-miR-302c-5p	MERS-CoV	11909	11915	7mer-1a	96
hsa-miR-302c-5p	MERS-CoV	12188	12193	6mer	96
hsa-miR-302c-5p	MERS-CoV	12563	12568	6mer	96
hsa-miR-302c-5p	MERS-CoV	12920	12926	7mer-1a	96
hsa-miR-302c-5p	MERS-CoV	13037	13042	6mer	96
hsa-miR-302c-5p	MERS-CoV	13112	13117	6mer	96
hsa-miR-302c-5p	MERS-CoV	13157	13163	7mer-1a	96
hsa-miR-302c-5p	MERS-CoV	13978	13984	7mer-1a	96
hsa-miR-302c-5p	MERS-CoV	14893	14898	6mer	96
hsa-miR-302c-5p	MERS-CoV	16944	16951	8mer-1a	96
hsa-miR-302c-5p	MERS-CoV	18395	18401	7mer-m8	96
hsa-miR-302c-5p	MERS-CoV	19248	19254	7mer-m8	96
hsa-miR-302c-5p	MERS-CoV	19600	19606	7mer-1a	96
hsa-miR-302c-5p	MERS-CoV	19896	19902	7mer-m8	96
hsa-miR-302c-5p	MERS-CoV	20071	20077	7mer-1a	96
hsa-miR-302c-5p	MERS-CoV	2024	2029	6mer	96
hsa-miR-302c-5p	MERS-CoV	21487	21492	6mer	96
hsa-miR-302c-5p	MERS-CoV	21530	21535	6mer	96
hsa-miR-302c-5p	MERS-CoV	23606	23611	6mer	96
hsa-miR-302c-5p	MERS-CoV	24274	24280	7mer-m8	96
hsa-miR-302c-5p	MERS-CoV	24956	24961	6mer	96
hsa-miR-302c-5p	MERS-CoV	25271	25277	7mer-1a	96
hsa-miR-302c-5p	MERS-CoV	26025	26030	6mer	96
hsa-miR-302c-5p	MERS-CoV	28910	28915	6mer	96
hsa-miR-302c-5p	MERS-CoV	29791	29797	7mer-m8	96
hsa-miR-302c-5p	MERS-CoV	29982	29989	8mer-1a	96
hsa-miR-302c-5p	MERS-CoV	3038	3044	7mer-1a	96
hsa-miR-302c-5p	MERS-CoV	3566	3572	7mer-1a	96
hsa-miR-302c-5p	MERS-CoV	5752	5758	7mer-m8	96
hsa-miR-302c-5p	MERS-CoV	7979	7984	6mer	96
hsa-miR-302c-5p	MERS-CoV	8230	8237	8mer-1a	96
hsa-miR-302f	MERS-CoV	13372	13377	6mer	81
hsa-miR-302f	MERS-CoV	14649	14654	6mer	81
hsa-miR-302f	MERS-CoV	1770	1775	6mer	81
hsa-miR-302f	MERS-CoV	19175	19180	6mer	81
hsa-miR-302f	MERS-CoV	20746	20751	6mer	81
hsa-miR-302f	MERS-CoV	22048	22053	6mer	81
hsa-miR-302f	MERS-CoV	22105	22111	7mer-1a	81
hsa-miR-302f	MERS-CoV	22675	22681	7mer-1a	81
hsa-miR-302f	MERS-CoV	22748	22754	7mer-m8	81
hsa-miR-302f	MERS-CoV	23149	23156	8mer-1a	81
hsa-miR-302f	MERS-CoV	23257	23262	6mer	81
hsa-miR-302f	MERS-CoV	23908	23915	8mer-1a	81
hsa-miR-302f	MERS-CoV	25126	25131	6mer	81
hsa-miR-302f	MERS-CoV	25315	25321	7mer-1a	81
hsa-miR-302f	MERS-CoV	262	267	6mer	81
hsa-miR-302f	MERS-CoV	26679	26685	7mer-1a	81
hsa-miR-302f	MERS-CoV	29495	29500	6mer	81
hsa-miR-302f	MERS-CoV	3666	3671	6mer	81
hsa-miR-302f	MERS-CoV	5188	5193	6mer	81
hsa-miR-302f	MERS-CoV	5423	5429	7mer-1a	81
hsa-miR-3064-3p	MERS-CoV	14050	14055	6mer	52
hsa-miR-3064-3p	MERS-CoV	14647	14652	6mer	52
hsa-miR-3064-3p	MERS-CoV	14938	14944	7mer-1a	52
hsa-miR-3064-3p	MERS-CoV	15375	15381	7mer-1a	52
hsa-miR-3064-3p	MERS-CoV	15544	15549	6mer	52
hsa-miR-3064-3p	MERS-CoV	16714	16719	6mer	52
hsa-miR-3064-3p	MERS-CoV	17065	17071	7mer-1a	52
hsa-miR-3064-3p	MERS-CoV	18997	19002	6mer	52
hsa-miR-3064-3p	MERS-CoV	22046	22051	6mer	52
hsa-miR-3064-3p	MERS-CoV	22103	22108	6mer	52
hsa-miR-3064-3p	MERS-CoV	23390	23395	6mer	52
hsa-miR-3064-3p	MERS-CoV	2363	2369	7mer-1a	52
hsa-miR-3064-3p	MERS-CoV	25313	25318	6mer	52
hsa-miR-3064-3p	MERS-CoV	259	265	7mer-m8	52
hsa-miR-3064-3p	MERS-CoV	29246	29252	7mer-1a	52
hsa-miR-3064-3p	MERS-CoV	29531	29536	6mer	52
hsa-miR-3064-3p	MERS-CoV	29848	29853	6mer	52
hsa-miR-3064-3p	MERS-CoV	5186	5191	6mer	52
hsa-miR-3065-3p	MERS-CoV	12289	12295	7mer-1a	82
hsa-miR-3065-3p	MERS-CoV	14913	14918	6mer	82
hsa-miR-3065-3p	MERS-CoV	18954	18959	6mer	82
hsa-miR-3065-3p	MERS-CoV	19755	19760	6mer	82
hsa-miR-3065-3p	MERS-CoV	25409	25414	6mer	82
hsa-miR-3065-3p	MERS-CoV	25978	25983	6mer	82
hsa-miR-3065-3p	MERS-CoV	28372	28378	7mer-1a	82
hsa-miR-3065-3p	MERS-CoV	28588	28593	6mer	82
hsa-miR-3065-3p	MERS-CoV	4830	4837	8mer-1a	82
hsa-miR-3065-3p	MERS-CoV	8575	8580	6mer	82
hsa-miR-3065-3p	MERS-CoV	9460	9465	6mer	82
hsa-miR-3065-3p	MERS-CoV	982	988	7mer-1a	82
hsa-miR-3065-5p	MERS-CoV	10188	10194	7mer-1a	92
hsa-miR-3065-5p	MERS-CoV	10258	10263	6mer	92
hsa-miR-3065-5p	MERS-CoV	10752	10758	7mer-m8	92
hsa-miR-3065-5p	MERS-CoV	11109	11114	6mer	92
hsa-miR-3065-5p	MERS-CoV	11148	11153	6mer	92
hsa-miR-3065-5p	MERS-CoV	13904	13911	8mer-1a	92
hsa-miR-3065-5p	MERS-CoV	14411	14418	8mer-1a	92
hsa-miR-3065-5p	MERS-CoV	15343	15348	6mer	92
hsa-miR-3065-5p	MERS-CoV	15555	15561	7mer-1a	92
hsa-miR-3065-5p	MERS-CoV	15632	15639	8mer-1a	92
hsa-miR-3065-5p	MERS-CoV	16677	16682	6mer	92
hsa-miR-3065-5p	MERS-CoV	17437	17444	8mer-1a	92
hsa-miR-3065-5p	MERS-CoV	18350	18356	7mer-m8	92
hsa-miR-3065-5p	MERS-CoV	18552	18558	7mer-m8	92
hsa-miR-3065-5p	MERS-CoV	19020	19026	7mer-1a	92
hsa-miR-3065-5p	MERS-CoV	23116	23121	6mer	92
