Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Commd7	ENSMUST00000071852.4	COMM domain containing 7 	604	4	0	1	3	1	mmu-miR-223-5p	-0.09	-0.17	< 0.1
Cnih3	ENSMUST00000027795.8	cornichon homolog 3 (Drosophila) 	6	2	0	0	2	0	mmu-miR-223-5p	-0.09	-0.11	< 0.1
C130060K24Rik	ENSMUST00000170608.2	RIKEN cDNA C130060K24 gene 	5	1	0	0	1	0	mmu-miR-223-5p	-0.09	-0.09	< 0.1
5730409E04Rik	ENSMUST00000097886.3	RIKEN cDNA 5730409E04Rik gene 	435	1	0	0	1	0	mmu-miR-223-5p	-0.09	-0.09	< 0.1
Slc12a2	ENSMUST00000115366.2	solute carrier family 12, member 2 	5851	2	0	1	1	0	mmu-miR-223-5p	-0.09	-0.09	< 0.1
Aldh5a1	ENSMUST00000037615.6	aldhehyde dehydrogenase family 5, subfamily A1 	1043	3	0	2	1	0	mmu-miR-223-5p	-0.09	-0.12	< 0.1
Slc5a4b	ENSMUST00000120757.1	solute carrier family 5 (neutral amino acid transporters, system A), member 4b 	8	1	0	0	1	1	mmu-miR-223-5p	-0.09	-0.14	< 0.1
Nkd1	ENSMUST00000034086.6	naked cuticle 1 homolog (Drosophila) 	487	1	0	1	0	0	mmu-miR-223-5p	-0.09	-0.18	< 0.1
Gramd1c	ENSMUST00000179565.2	GRAM domain containing 1C 	77	1	0	0	1	0	mmu-miR-223-5p	-0.09	-0.10	< 0.1
Numb	ENSMUST00000117217.2	numb gene homolog (Drosophila) 	1818	1	0	0	1	0	mmu-miR-223-5p	-0.09	-0.09	< 0.1
Mrgprf	ENSMUST00000117718.1	MAS-related GPR, member F 	69	1	1	0	0	0	mmu-miR-223-5p	-0.09	-0.51	< 0.1
Tirap	ENSMUST00000175765.2	toll-interleukin 1 receptor (TIR) domain-containing adaptor protein 	257	1	0	0	1	1	mmu-miR-223-5p	-0.09	-0.09	< 0.1
Adcyap1r1	ENSMUST00000070756.6	adenylate cyclase activating polypeptide 1 receptor 1 	174	1	0	1	0	0	mmu-miR-223-5p	-0.09	-0.09	< 0.1
Six3	ENSMUST00000162695.2	sine oculis-related homeobox 3 	5	2	0	0	2	0	mmu-miR-223-5p	-0.09	-0.09	< 0.1
Crb1	ENSMUST00000059825.6	crumbs homolog 1 (Drosophila) 	12	1	0	0	1	0	mmu-miR-223-5p	-0.09	-0.09	< 0.1
Dlx6	ENSMUST00000160937.3	distal-less homeobox 6 	10	1	0	0	1	0	mmu-miR-223-5p	-0.09	-0.09	< 0.1
Slc4a7	ENSMUST00000057015.6	solute carrier family 4, sodium bicarbonate cotransporter, member 7 	2207	1	0	0	1	0	mmu-miR-223-5p	-0.09	-0.09	< 0.1
C530008M17Rik	ENSMUST00000163347.2	RIKEN cDNA C530008M17 gene 	74	2	0	1	1	0	mmu-miR-223-5p	-0.08	-0.12	< 0.1
Prpf4	ENSMUST00000084524.3	PRP4 pre-mRNA processing factor 4 homolog (yeast) 	1020	2	1	0	1	0	mmu-miR-223-5p	-0.08	-0.26	< 0.1
Pcdhb1	ENSMUST00000052366.3	protocadherin beta 1 	3	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.10	< 0.1
Rassf9	ENSMUST00000055355.4	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9 	182	3	0	0	3	0	mmu-miR-223-5p	-0.08	-0.23	< 0.1
Elmsan1	ENSMUST00000046266.7	ELM2 and Myb/SANT-like domain containing 1 	220	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.10	< 0.1
Mtap7d3	ENSMUST00000114766.2	MAP7 domain containing 3 	19	3	1	0	2	0	mmu-miR-223-5p	-0.08	-0.22	< 0.1
Chst11	ENSMUST00000040110.7	carbohydrate sulfotransferase 11 	48	6	0	0	6	0	mmu-miR-223-5p	-0.08	-0.15	< 0.1
Thnsl2	ENSMUST00000160918.2	threonine synthase-like 2 (bacterial) 	100	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.16	< 0.1
Otx1	ENSMUST00000006071.8	orthodenticle homolog 1 	6	2	0	0	2	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Zfp709	ENSMUST00000188685.1	zinc finger protein 709 	69	1	0	0	1	1	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Ctnna3	ENSMUST00000105440.2	catenin (cadherin associated protein), alpha 3 	168	3	2	0	1	2	mmu-miR-223-5p	-0.08	-0.16	< 0.1
Fkbp14	ENSMUST00000046520.7	FK506 binding protein 14 	57	2	0	0	2	1	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Pak3	ENSMUST00000172330.2	p21 protein (Cdc42/Rac)-activated kinase 3 	27	1	1	0	0	1	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Hdgfrp3	ENSMUST00000107305.2	hepatoma-derived growth factor, related protein 3 	251	4	0	0	4	0	mmu-miR-223-5p	-0.08	-0.35	< 0.1
Thap1	ENSMUST00000036807.6	THAP domain containing, apoptosis associated protein 1 	457	1	0	0	1	1	mmu-miR-223-5p	-0.08	-0.10	< 0.1
Ero1l	ENSMUST00000022378.7	ERO1-like (S. cerevisiae) 	259	1	0	1	0	1	mmu-miR-223-5p	-0.08	-0.11	< 0.1
3110057O12Rik	ENSMUST00000159774.2	RIKEN cDNA 3110057O12 gene 	410	2	0	0	2	1	mmu-miR-223-5p	-0.08	-0.11	< 0.1
Wnt7a	ENSMUST00000032180.6	wingless-related MMTV integration site 7A 	44	2	0	0	2	0	mmu-miR-223-5p	-0.08	-0.11	< 0.1
Myb	ENSMUST00000188495.1	myeloblastosis oncogene 	67	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Gm14391	ENSMUST00000109056.2	predicted gene 14391 	0	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Zfp872	ENSMUST00000178901.2	zinc finger protein 872 	19	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Hoxb13	ENSMUST00000062709.3	homeobox B13 	5	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
St18	ENSMUST00000131494.2	suppression of tumorigenicity 18 	5	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Golga1	ENSMUST00000112850.3	golgi autoantigen, golgin subfamily a, 1 	215	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.10	< 0.1
Prdx6b	ENSMUST00000057072.5	peroxiredoxin 6B 	13	1	0	1	0	1	mmu-miR-223-5p	-0.08	-0.23	< 0.1
C8a	ENSMUST00000106808.4	complement component 8, alpha polypeptide 	3819	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Cdc7	ENSMUST00000031221.6	cell division cycle 7 (S. cerevisiae) 	943	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
A930018M24Rik	ENSMUST00000170855.1	RIKEN cDNA A930018M24 gene 	36	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.10	< 0.1
Siah1a	ENSMUST00000045296.4	seven in absentia 1A 	19	1	0	0	1	1	mmu-miR-223-5p	-0.08	-0.10	< 0.1
Cybrd1	ENSMUST00000028403.2	cytochrome b reductase 1 	74	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.12	< 0.1
Mafg	ENSMUST00000058162.8	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian) 	999	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Fstl4	ENSMUST00000036796.7	follistatin-like 4 	9	2	1	0	1	1	mmu-miR-223-5p	-0.08	-0.19	< 0.1
AI182371	ENSMUST00000045776.4	expressed sequence AI182371 	566	2	0	0	2	0	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Map3k8	ENSMUST00000025078.3	mitogen-activated protein kinase kinase kinase 8 	115	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Neurod4	ENSMUST00000061571.3	neurogenic differentiation 4 	5	1	0	0	1	1	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Ror1	ENSMUST00000039630.5	receptor tyrosine kinase-like orphan receptor 1 	168	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Gpr173	ENSMUST00000070316.6	G-protein coupled receptor 173 	21	2	0	0	2	0	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Lhx6	ENSMUST00000112961.4	LIM homeobox protein 6 	55	1	1	0	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Ell2	ENSMUST00000001583.6	elongation factor RNA polymerase II 2 	511	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.10	< 0.1
1700084C01Rik	ENSMUST00000094348.3	RIKEN cDNA 1700084C01 gene 	56	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.18	< 0.1
Alg10b	ENSMUST00000100309.1	asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase) 	1836	1	0	1	0	1	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Osbpl9	ENSMUST00000084366.7	oxysterol binding protein-like 9 	2719	2	0	1	1	0	mmu-miR-223-5p	-0.08	-0.30	< 0.1
Opa1	ENSMUST00000160597.2	optic atrophy 1 	2960	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.14	< 0.1
Cutal	ENSMUST00000113068.3	cutA divalent cation tolerance homolog-like 	692	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.13	< 0.1
Asb18	ENSMUST00000086882.2	ankyrin repeat and SOCS box-containing 18 	172	2	0	0	2	2	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Palm2Akap2	ENSMUST00000150412.1	Palm2-Akap2 readthrough transcript 	3643	4	0	1	3	0	mmu-miR-223-5p	-0.08	-0.09	< 0.1
St8sia6	ENSMUST00000003509.8	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 	194	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.10	< 0.1
Sarm1	ENSMUST00000108287.4	sterile alpha and HEAT/Armadillo motif containing 1 	5	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Rph3a	ENSMUST00000079204.5	rabphilin 3A 	5	2	1	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Gadl1	ENSMUST00000069651.7	glutamate decarboxylase-like 1 	90	2	0	0	2	0	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Panx3	ENSMUST00000011262.2	pannexin 3 	5	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Mum1l1	ENSMUST00000113045.3	melanoma associated antigen (mutated) 1-like 1 	222	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Cfhr2	ENSMUST00000094489.3	complement factor H-related 2 	3354	3	0	0	3	0	mmu-miR-223-5p	-0.08	-0.46	< 0.1
Pom121	ENSMUST00000111171.3	nuclear pore membrane protein 121 	794	1	1	0	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Tktl2	ENSMUST00000183187.1	transketolase-like 2 	5	1	1	0	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Yap1	ENSMUST00000086580.6	yes-associated protein 1 	236	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.11	< 0.1
Zkscan1	ENSMUST00000019660.5	zinc finger with KRAB and SCAN domains 1 	741	1	0	0	1	1	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Kcnmb1	ENSMUST00000020362.2	potassium large conductance calcium-activated channel, subfamily M, beta member 1 	26	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.12	< 0.1
Shox2	ENSMUST00000162060.3	short stature homeobox 2 	80	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Cdh2	ENSMUST00000025166.8	cadherin 2 	1896	2	0	1	1	0	mmu-miR-223-5p	-0.08	-0.16	< 0.1
Nkx2-4	ENSMUST00000067020.2	NK2 homeobox 4 	7	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.11	< 0.1
Nr3c1	ENSMUST00000115567.2	nuclear receptor subfamily 3, group C, member 1 	3767	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Setbp1	ENSMUST00000025430.9	SET binding protein 1 	48	4	1	2	1	1	mmu-miR-223-5p	-0.08	-0.08	< 0.1
4921517D22Rik	ENSMUST00000061597.5	RIKEN cDNA 4921517D22 gene 	5	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Gatsl2	ENSMUST00000016088.8	GATS protein-like 2 	177	1	1	0	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
March4	ENSMUST00000047786.5	membrane-associated ring finger (C3HC4) 4 	17	2	0	0	2	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Tectb	ENSMUST00000025936.6	tectorin beta 	19	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Baz1b	ENSMUST00000002825.5	bromodomain adjacent to zinc finger domain, 1B 	1197	0	0	0	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Sertad2	ENSMUST00000093292.5	SERTA domain containing 2 	635	1	1	0	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Rab3c	ENSMUST00000167824.1	RAB3C, member RAS oncogene family 	43	3	1	0	2	1	mmu-miR-223-5p	-0.08	-0.16	< 0.1
Gatad2b	ENSMUST00000049382.4	GATA zinc finger domain containing 2B 	132	2	1	1	0	1	mmu-miR-223-5p	-0.08	-0.15	< 0.1
Dok7	ENSMUST00000101298.3	docking protein 7 	343	2	0	0	2	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
F930015N05Rik	ENSMUST00000177999.1	RIKEN cDNA F930015N05 gene 	9	2	0	2	0	0	mmu-miR-223-5p	-0.08	-0.18	< 0.1
Erbb3	ENSMUST00000082059.6	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian) 	697	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Dcun1d3	ENSMUST00000059851.7	DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae) 	469	2	0	0	2	0	mmu-miR-223-5p	-0.08	-0.14	< 0.1
Ercc6	ENSMUST00000066807.6	excision repair cross-complementing rodent repair deficiency, complementation group 6 	156	1	1	0	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Sox5	ENSMUST00000111748.2	SRY (sex determining region Y)-box 5 	59	2	0	0	2	1	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Man1a	ENSMUST00000003843.9	mannosidase 1, alpha 	1237	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Pnma2	ENSMUST00000089236.4	paraneoplastic antigen MA2 	218	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Card6	ENSMUST00000118365.2	caspase recruitment domain family, member 6 	67	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Ankrd44	ENSMUST00000179030.2	ankyrin repeat domain 44 	212	3	0	0	3	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Nkx1-2	ENSMUST00000054562.3	NK1 transcription factor related, locus 2 (Drosophila) 	5	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Tmtc4	ENSMUST00000037726.8	transmembrane and tetratricopeptide repeat containing 4 	133	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Tbx15	ENSMUST00000029462.5	T-box 15 	2090	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
N6amt1	ENSMUST00000118115.1	N-6 adenine-specific DNA methyltransferase 1 (putative) 	130	1	0	0	1	1	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Glra3	ENSMUST00000000275.7	glycine receptor, alpha 3 subunit 	7	1	1	0	0	1	mmu-miR-223-5p	-0.08	-0.28	< 0.1
Zpbp	ENSMUST00000020413.3	zona pellucida binding protein 	25	1	0	1	0	1	mmu-miR-223-5p	-0.08	-0.08	< 0.1
AI429214	ENSMUST00000098825.3	expressed sequence AI429214 	84	2	0	0	2	0	mmu-miR-223-5p	-0.08	-0.13	< 0.1
Runx3	ENSMUST00000056977.8	runt related transcription factor 3 	75	4	0	1	3	0	mmu-miR-223-5p	-0.08	-0.11	< 0.1
Atp8b1	ENSMUST00000025482.8	ATPase, class I, type 8B, member 1 	199	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Cep57l1	ENSMUST00000105505.4	centrosomal protein 57-like 1 	15	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.13	< 0.1
Zfp715	ENSMUST00000048015.8	zinc finger protein 715 	79	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Chrna7	ENSMUST00000032738.5	cholinergic receptor, nicotinic, alpha polypeptide 7 	29	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.13	< 0.1
Zbtb43	ENSMUST00000028125.6	zinc finger and BTB domain containing 43 	604	2	0	0	2	1	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Rtfdc1	ENSMUST00000029005.3	replication termination factor 2 domain containing 1 	2135	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.15	< 0.1
Atl3	ENSMUST00000170373.2	atlastin GTPase 3 	6920	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Lilra5	ENSMUST00000117550.1	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5 	88	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.16	< 0.1
Higd1a	ENSMUST00000060251.6	HIG1 domain family, member 1A 	155	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.14	< 0.1
Foxj1	ENSMUST00000036215.7	forkhead box J1 	36	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Ccdc141	ENSMUST00000049544.8	coiled-coil domain containing 141 	251	8	0	0	8	1	mmu-miR-223-5p	-0.08	-0.15	< 0.1
Nmnat2	ENSMUST00000043313.9	nicotinamide nucleotide adenylyltransferase 2 	122	2	1	0	1	0	mmu-miR-223-5p	-0.08	-0.10	< 0.1
Scara3	ENSMUST00000042046.3	scavenger receptor class A, member 3 	33	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Cdyl	ENSMUST00000075220.7	chromodomain protein, Y chromosome-like 	236	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Gnat3	ENSMUST00000030561.7	guanine nucleotide binding protein, alpha transducing 3 	12	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.13	< 0.1
Ntn4	ENSMUST00000020204.4	netrin 4 	2154	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Klri2	ENSMUST00000050385.5	killer cell lectin-like receptor family I member 2 	5	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Galntl6	ENSMUST00000098757.3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6 	5	2	0	0	2	0	mmu-miR-223-5p	-0.08	-0.10	< 0.1
Mettl21e	ENSMUST00000054801.3	methyltransferase like 21E 	76	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Ccdc170	ENSMUST00000138112.2	coiled-coil domain containing 170 	406	2	0	1	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Slc26a2	ENSMUST00000146409.2	solute carrier family 26 (sulfate transporter), member 2 	389	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Stxbp5l	ENSMUST00000114787.2	syntaxin binding protein 5-like 	46	2	0	0	2	1	mmu-miR-223-5p	-0.08	-0.28	< 0.1
Rasd2	ENSMUST00000139848.2	RASD family, member 2 	319	2	0	0	2	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Slc25a32	ENSMUST00000022908.8	solute carrier family 25, member 32 	249	1	0	1	0	1	mmu-miR-223-5p	-0.08	-0.18	< 0.1
Xirp1	ENSMUST00000111635.2	xin actin-binding repeat containing 1 	534	2	1	1	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Acbd5	ENSMUST00000028121.8	acyl-Coenzyme A binding domain containing 5 	174	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Pde7b	ENSMUST00000020165.8	phosphodiesterase 7B 	190	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Ubald1	ENSMUST00000037843.6	UBA-like domain containing 1 	96	1	1	0	0	0	mmu-miR-223-5p	-0.08	-0.24	< 0.1
Nell1	ENSMUST00000081872.6	NEL-like 1 	13	1	0	1	0	1	mmu-miR-223-5p	-0.08	-0.21	< 0.1
Gm4631	ENSMUST00000121393.3	predicted gene 4631 	5	8	0	2	6	2	mmu-miR-223-5p	-0.08	-0.23	< 0.1
Hapln1	ENSMUST00000022108.7	hyaluronan and proteoglycan link protein 1 	31	1	0	1	0	0	mmu-miR-223-5p	-0.08	-0.14	< 0.1
Zbtb7b	ENSMUST00000107433.2	zinc finger and BTB domain containing 7B 	252	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.12	< 0.1
C030017K20Rik	ENSMUST00000151083.2	RIKEN cDNA C030017K20 gene 	49	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Otc	ENSMUST00000049910.7	ornithine transcarbamylase 	5031	2	0	0	2	0	mmu-miR-223-5p	-0.08	-0.25	< 0.1
Rgl1	ENSMUST00000111859.2	ral guanine nucleotide dissociation stimulator,-like 1 	1044	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.09	< 0.1
Rab40c	ENSMUST00000167626.2	Rab40C, member RAS oncogene family 	39	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Lpar1	ENSMUST00000055018.5	lysophosphatidic acid receptor 1 	1273	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
C130026L21Rik	ENSMUST00000064930.3	RIKEN cDNA C130026L21 gene 	5	1	0	1	0	1	mmu-miR-223-5p	-0.08	-0.08	< 0.1
4732440D04Rik	ENSMUST00000097832.1	RIKEN cDNA 4732440D04 gene 	80	1	0	1	0	1	mmu-miR-223-5p	-0.08	-0.10	< 0.1
Nkiras2	ENSMUST00000017981.4	NFKB inhibitor interacting Ras-like protein 2 	400	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
C77370	ENSMUST00000118314.2	expressed sequence C77370 	9	3	0	1	2	1	mmu-miR-223-5p	-0.08	-0.10	< 0.1
G3bp2	ENSMUST00000169094.2	GTPase activating protein (SH3 domain) binding protein 2 	6218	1	1	0	0	0	mmu-miR-223-5p	-0.08	-0.11	< 0.1
Srp72	ENSMUST00000101087.4	signal recognition particle 72 	4585	1	1	0	0	0	mmu-miR-223-5p	-0.08	-0.12	< 0.1
Mtf2	ENSMUST00000081567.5	metal response element binding transcription factor 2 	544	2	1	0	1	0	mmu-miR-223-5p	-0.08	-0.25	< 0.1
Vegfa	ENSMUST00000024747.8	vascular endothelial growth factor A 	3158	1	0	0	1	0	mmu-miR-223-5p	-0.08	-0.08	< 0.1
Itpr2	ENSMUST00000053273.9	inositol 1,4,5-triphosphate receptor 2 	460	1	1	0	0	0	mmu-miR-223-5p	-0.08	-0.21	< 0.1
Pced1a	ENSMUST00000089581.5	PC-esterase domain containing 1A 	411	4	0	0	4	0	mmu-miR-223-5p	-0.08	-0.16	< 0.1
Zfp398	ENSMUST00000114598.1	zinc finger protein 398 	264	2	0	0	2	0	mmu-miR-223-5p	-0.08	-0.11	< 0.1
Nrl	ENSMUST00000111404.2	neural retina leucine zipper gene 	5	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.07	< 0.1
Gm14308	ENSMUST00000108990.3	predicted gene 14308 	0	1	0	0	1	1	mmu-miR-223-5p	-0.07	-0.07	< 0.1
Gm6086	ENSMUST00000097632.4	predicted gene 6086 	5	1	0	0	1	2	mmu-miR-223-5p	-0.07	-0.07	< 0.1
P2rx3	ENSMUST00000028465.8	purinergic receptor P2X, ligand-gated ion channel, 3 	75	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.07	< 0.1
Gm4245	ENSMUST00000109027.3	predicted gene 4245 	0	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.07	< 0.1
2010002M12Rik	ENSMUST00000112463.1	RIKEN cDNA 2010002M12 gene 	26	2	0	0	2	0	mmu-miR-223-5p	-0.07	-0.22	< 0.1
Naalad2	ENSMUST00000172171.2	N-acetylated alpha-linked acidic dipeptidase 2 	86	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.12	< 0.1
Iqck	ENSMUST00000106547.1	IQ motif containing K 	26	1	1	0	0	0	mmu-miR-223-5p	-0.07	-0.45	< 0.1
Pdk1	ENSMUST00000006669.5	pyruvate dehydrogenase kinase, isoenzyme 1 	2787	1	0	1	0	2	mmu-miR-223-5p	-0.07	-0.09	< 0.1
Clec2h	ENSMUST00000032518.4	C-type lectin domain family 2, member h 	848	2	0	0	2	0	mmu-miR-223-5p	-0.07	-0.23	< 0.1
9630033F20Rik	ENSMUST00000039913.8	RIKEN cDNA 9630033F20 gene 	740	2	1	0	1	0	mmu-miR-223-5p	-0.07	-0.37	< 0.1
Tmprss11a	ENSMUST00000101073.2	transmembrane protease, serine 11a 	5	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.07	< 0.1
Trim60	ENSMUST00000048565.7	tripartite motif-containing 60 	5	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.07	< 0.1
Arrb2	ENSMUST00000102564.5	arrestin, beta 2 	705	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.07	< 0.1
Gm14409	ENSMUST00000108963.1	predicted gene 14409 	2	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.07	< 0.1
B930041F14Rik	ENSMUST00000099265.2	RIKEN cDNA B930041F14 gene 	38	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.07	< 0.1
3425401B19Rik	ENSMUST00000096038.3	RIKEN cDNA 3425401B19 gene 	1164	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.07	< 0.1
Nr6a1	ENSMUST00000168098.2	nuclear receptor subfamily 6, group A, member 1 	1815	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.07	< 0.1
Kpna4	ENSMUST00000029353.3	karyopherin (importin) alpha 4 	1495	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.07	< 0.1
Rnf138	ENSMUST00000072847.6	ring finger protein 138 	436	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.12	< 0.1
Apba2	ENSMUST00000032732.9	amyloid beta (A4) precursor protein-binding, family A, member 2 	24	1	0	1	0	0	mmu-miR-223-5p	-0.07	-0.10	< 0.1
Kif27	ENSMUST00000043605.5	kinesin family member 27 	40	7	0	0	7	1	mmu-miR-223-5p	-0.07	-0.15	< 0.1
Jam2	ENSMUST00000114195.2	junction adhesion molecule 2 	1676	1	0	0	1	0	mmu-miR-223-5p	-0.07	-0.11	< 0.1
Tbc1d4	ENSMUST00000161991.2	TBC1 domain family, member 4 	274	1	0	0	1	3	mmu-miR-223-5p	-0.07	-0.08	< 0.1
Trub1	ENSMUST00000026072.3	TruB pseudouridine (psi) synthase homolog 1 (E. coli) 	328	2	0	0	2	1	mmu-miR-223-5p	-0.07	-0.07	< 0.1
Prex2	ENSMUST00000027056.6	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 	1393	2	0	0	2	0	mmu-miR-223-5p	-0.07	-0.08	< 0.1
