Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Fam174b	ENSMUST00000107456.2	family with sequence similarity 174, member B 	471	1	0	1	0	0	mmu-miR-5099	-0.20	-0.20	< 0.1
Gp1ba	ENSMUST00000055184.6	glycoprotein 1b, alpha polypeptide 	5	1	0	0	1	0	mmu-miR-5099	-0.20	-0.20	< 0.1
Ostn	ENSMUST00000066852.8	osteocrin 	330	1	0	0	1	0	mmu-miR-5099	-0.20	-0.20	< 0.1
F11r	ENSMUST00000043839.4	F11 receptor 	5127	1	0	0	1	0	mmu-miR-5099	-0.20	-0.20	< 0.1
Pgr15l	ENSMUST00000033556.3	G protein-coupled receptor 15-like 	5	1	1	0	0	0	mmu-miR-5099	-0.20	-0.20	< 0.1
Fam136b-ps	ENSMUST00000068987.5	family with sequence similarity 136, member B, pseudogene 	36	1	0	0	1	0	mmu-miR-5099	-0.20	-0.20	< 0.1
Evx2	ENSMUST00000001867.7	even skipped homeotic gene 2 homolog 	10	1	0	0	1	0	mmu-miR-5099	-0.20	-0.20	< 0.1
Pnkd	ENSMUST00000087226.5	paroxysmal nonkinesiogenic dyskinesia 	1028	1	0	0	1	0	mmu-miR-5099	-0.20	-0.20	< 0.1
Nxph2	ENSMUST00000102945.1	neurexophilin 2 	5	1	0	0	1	0	mmu-miR-5099	-0.20	-0.20	< 0.1
Gm21244	ENSMUST00000189201.1	predicted gene, 21244 	5	1	0	0	1	0	mmu-miR-5099	-0.20	-0.20	< 0.1
Nudt4	ENSMUST00000020217.5	nudix (nucleoside diphosphate linked moiety X)-type motif 4 	3213	1	0	0	1	0	mmu-miR-5099	-0.20	-0.21	< 0.1
Nek3	ENSMUST00000033865.10	NIMA (never in mitosis gene a)-related expressed kinase 3 	7	1	0	0	1	0	mmu-miR-5099	-0.20	-0.21	< 0.1
Zfp420	ENSMUST00000057652.6	zinc finger protein 420 	117	1	0	0	1	0	mmu-miR-5099	-0.20	-0.22	< 0.1
Atp8b5	ENSMUST00000107942.3	ATPase, class I, type 8B, member 5 	20	1	0	0	1	0	mmu-miR-5099	-0.20	-0.20	< 0.1
Gm5464	ENSMUST00000100453.1	predicted gene 5464 	6	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Chst7	ENSMUST00000044138.7	carbohydrate (N-acetylglucosamino) sulfotransferase 7 	190	1	0	1	0	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Fgl2	ENSMUST00000035799.5	fibrinogen-like protein 2 	88	1	0	0	1	0	mmu-miR-5099	-0.19	-0.22	< 0.1
Ttn	ENSMUST00000099980.4	titin 	1242	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Ddx20	ENSMUST00000090680.6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20 	141	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Mill2	ENSMUST00000072386.5	MHC I like leukocyte 2 	31	2	0	0	2	0	mmu-miR-5099	-0.19	-0.25	< 0.1
4930505A04Rik	ENSMUST00000041763.8	RIKEN cDNA 4930505A04 gene 	12	1	1	0	0	0	mmu-miR-5099	-0.19	-0.48	< 0.1
Dlat	ENSMUST00000034567.3	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex) 	7557	1	0	0	1	0	mmu-miR-5099	-0.19	-0.22	< 0.1
Bcar3	ENSMUST00000029766.4	breast cancer anti-estrogen resistance 3 	544	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Pou2af1	ENSMUST00000034554.7	POU domain, class 2, associating factor 1 	15	1	0	0	1	1	mmu-miR-5099	-0.19	-0.19	< 0.1
Tcn2	ENSMUST00000109993.3	transcobalamin 2 	355	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Gm10471	ENSMUST00000094946.4	predicted gene 10471 	5	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
H2-DMb2	ENSMUST00000041982.7	histocompatibility 2, class II, locus Mb2 	196	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Gm9938	ENSMUST00000067077.1	predicted gene 9938 	1271	2	0	0	2	2	mmu-miR-5099	-0.19	-0.32	< 0.1
Cmya5	ENSMUST00000062122.3	cardiomyopathy associated 5 	5136	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Xkr4	ENSMUST00000070533.4	X Kell blood group precursor related family member 4 	5	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Alyref	ENSMUST00000026125.2	Aly/REF export factor 	972	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
H2-D1	ENSMUST00000172785.2	histocompatibility 2, D region locus 1 	4052	1	0	0	1	1	mmu-miR-5099	-0.19	-0.19	< 0.1
Cav1	ENSMUST00000115453.1	caveolin 1, caveolae protein 	31219	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Plcxd3	ENSMUST00000061925.4	phosphatidylinositol-specific phospholipase C, X domain containing 3 	54	2	0	0	2	1	mmu-miR-5099	-0.19	-0.21	< 0.1
Ikzf1	ENSMUST00000076700.5	IKAROS family zinc finger 1 	174	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Stk17b	ENSMUST00000027263.8	serine/threonine kinase 17b (apoptosis-inducing) 	735	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Tmem131	ENSMUST00000027290.6	transmembrane protein 131 	778	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Nsl1	ENSMUST00000078259.6	NSL1, MIND kinetochore complex component, homolog (S. cerevisiae) 	132	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Magt1	ENSMUST00000151689.2	magnesium transporter 1 	3001	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Crot	ENSMUST00000003720.4	carnitine O-octanoyltransferase 	4585	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
BC048403	ENSMUST00000136432.1	cDNA sequence BC048403 	91	1	0	0	1	0	mmu-miR-5099	-0.19	-0.22	< 0.1
Pls1	ENSMUST00000093800.3	plastin 1 (I-isoform) 	164	1	0	0	1	0	mmu-miR-5099	-0.19	-0.20	< 0.1
Imp4	ENSMUST00000027303.8	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast) 	1581	2	1	0	1	3	mmu-miR-5099	-0.19	-0.60	< 0.1
Gm9990	ENSMUST00000070021.1	predicted gene 9990 	8	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Adam1a	ENSMUST00000100757.4	a disintegrin and metallopeptidase domain 1a 	15	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Pax5	ENSMUST00000107825.3	paired box 5 	5	1	0	0	1	0	mmu-miR-5099	-0.19	-0.19	< 0.1
Ppp4r4	ENSMUST00000021631.6	protein phosphatase 4, regulatory subunit 4 	90	1	0	0	1	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Prpf19	ENSMUST00000179297.2	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae) 	279	1	0	1	0	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Olfr1443	ENSMUST00000049724.6	olfactory receptor 1443 	5	1	0	0	1	1	mmu-miR-5099	-0.18	-0.18	< 0.1
Klf4	ENSMUST00000107619.2	Kruppel-like factor 4 (gut) 	7	1	0	1	0	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Mcpt4	ENSMUST00000043249.8	mast cell protease 4 	18	1	0	0	1	0	mmu-miR-5099	-0.18	-0.26	< 0.1
Comt	ENSMUST00000165430.2	catechol-O-methyltransferase 	2214	1	0	0	1	0	mmu-miR-5099	-0.18	-0.25	< 0.1
Exd1	ENSMUST00000060009.3	exonuclease 3'-5' domain containing 1 	120	1	0	0	1	1	mmu-miR-5099	-0.18	-0.21	< 0.1
Ptpn20	ENSMUST00000022508.6	protein tyrosine phosphatase, non-receptor type 20 	7	1	0	0	1	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Cdr2	ENSMUST00000033169.8	cerebellar degeneration-related 2 	3233	1	0	0	1	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Ankrd26	ENSMUST00000112830.2	ankyrin repeat domain 26 	158	1	0	0	1	0	mmu-miR-5099	-0.18	-0.19	< 0.1
Adam10	ENSMUST00000067880.7	a disintegrin and metallopeptidase domain 10 	1662	1	0	0	1	0	mmu-miR-5099	-0.18	-0.19	< 0.1
Col6a3	ENSMUST00000097653.5	collagen, type VI, alpha 3 	2092	1	0	0	1	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Hdac4	ENSMUST00000097644.3	histone deacetylase 4 	652	1	0	0	1	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Ufm1	ENSMUST00000146598.2	ubiquitin-fold modifier 1 	2373	1	0	0	1	1	mmu-miR-5099	-0.18	-0.28	< 0.1
Nxpe3	ENSMUST00000099705.3	neurexophilin and PC-esterase domain family, member 3 	83	1	0	0	1	1	mmu-miR-5099	-0.18	-0.19	< 0.1
Slc37a2	ENSMUST00000115068.3	solute carrier family 37 (glycerol-3-phosphate transporter), member 2 	116	1	0	0	1	1	mmu-miR-5099	-0.18	-0.18	< 0.1
Elf1	ENSMUST00000040131.6	E74-like factor 1 	1109	1	0	0	1	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Ap5m1	ENSMUST00000037473.4	adaptor-related protein complex 5, mu 1 subunit 	694	1	0	0	1	2	mmu-miR-5099	-0.18	-0.21	< 0.1
Fzd10	ENSMUST00000117102.3	frizzled homolog 10 (Drosophila) 	18	1	0	0	1	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Atxn1l	ENSMUST00000093162.3	ataxin 1-like 	808	1	0	1	0	1	mmu-miR-5099	-0.18	-0.30	< 0.1
Fgfr1op	ENSMUST00000097419.4	Fgfr1 oncogene partner 	776	1	0	0	1	1	mmu-miR-5099	-0.18	-0.22	< 0.1
Anxa6	ENSMUST00000108883.4	annexin A6 	13291	1	0	0	1	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Actr3	ENSMUST00000027579.11	ARP3 actin-related protein 3 	344	1	0	0	1	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Rhoq	ENSMUST00000024956.9	ras homolog gene family, member Q 	3696	1	0	0	1	0	mmu-miR-5099	-0.18	-0.18	< 0.1
1700066M21Rik	ENSMUST00000042734.2	RIKEN cDNA 1700066M21 gene 	228	1	0	0	1	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Gng4	ENSMUST00000021734.7	guanine nucleotide binding protein (G protein), gamma 4 	18	1	0	0	1	1	mmu-miR-5099	-0.18	-0.18	< 0.1
Ube2n	ENSMUST00000099329.3	ubiquitin-conjugating enzyme E2N 	651	1	0	0	1	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Agtr1a	ENSMUST00000066412.7	angiotensin II receptor, type 1a 	2361	1	0	0	1	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Cyyr1	ENSMUST00000114174.2	cysteine and tyrosine-rich protein 1 	47	1	0	1	0	0	mmu-miR-5099	-0.18	-0.18	< 0.1
Rab11fip2	ENSMUST00000171986.2	RAB11 family interacting protein 2 (class I) 	452	1	0	0	1	1	mmu-miR-5099	-0.18	-0.18	< 0.1
Grhl1	ENSMUST00000020985.8	grainyhead-like 1 (Drosophila) 	138	1	0	0	1	1	mmu-miR-5099	-0.18	-0.18	< 0.1
Rnf141	ENSMUST00000177236.2	ring finger protein 141 	3667	1	0	0	1	0	mmu-miR-5099	-0.17	-0.18	< 0.1
Fam208b	ENSMUST00000096069.3	family with sequence similarity 208, member B 	86	1	0	0	1	0	mmu-miR-5099	-0.17	-0.24	< 0.1
Sh2d1b2	ENSMUST00000179976.1	SH2 domain protein 1B2 	38	1	0	0	1	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Hist1h3g	ENSMUST00000080859.6	histone cluster 1, H3g 	22	1	0	1	0	1	mmu-miR-5099	-0.17	-0.46	< 0.1
Rprd1b	ENSMUST00000109518.2	regulation of nuclear pre-mRNA domain containing 1B 	2309	1	0	0	1	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Cdv3	ENSMUST00000116517.3	carnitine deficiency-associated gene expressed in ventricle 3 	133	1	0	0	1	2	mmu-miR-5099	-0.17	-0.21	< 0.1
Sh3rf2	ENSMUST00000072008.5	SH3 domain containing ring finger 2 	265	1	1	0	0	0	mmu-miR-5099	-0.17	-0.23	< 0.1
Golga7	ENSMUST00000121783.2	golgi autoantigen, golgin subfamily a, 7 	160	1	0	0	1	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Lcor	ENSMUST00000067795.6	ligand dependent nuclear receptor corepressor 	127	1	1	0	0	1	mmu-miR-5099	-0.17	-0.22	< 0.1
Rasef	ENSMUST00000058292.7	RAS and EF hand domain containing 	237	1	0	0	1	1	mmu-miR-5099	-0.17	-0.17	< 0.1
Mme	ENSMUST00000029400.1	membrane metallo endopeptidase 	1036	1	0	1	0	1	mmu-miR-5099	-0.17	-0.22	< 0.1
Tmem243	ENSMUST00000115365.1	transmembrane protein 243, mitochondrial 	1050	1	0	0	1	0	mmu-miR-5099	-0.17	-0.28	< 0.1
Rap2c	ENSMUST00000053593.7	RAP2C, member of RAS oncogene family 	1539	1	0	0	1	1	mmu-miR-5099	-0.17	-0.24	< 0.1
Gpr114	ENSMUST00000166802.2	G protein-coupled receptor 114 	21	1	0	1	0	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Ank3	ENSMUST00000182884.2	ankyrin 3, epithelial 	1269	1	0	1	0	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Ctnna2	ENSMUST00000162273.1	catenin (cadherin associated protein), alpha 2 	7	1	0	0	1	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Card6	ENSMUST00000118365.2	caspase recruitment domain family, member 6 	67	1	0	0	1	2	mmu-miR-5099	-0.17	-0.17	< 0.1
Zfp655	ENSMUST00000167316.2	zinc finger protein 655 	2196	1	0	0	1	2	mmu-miR-5099	-0.17	-0.22	< 0.1
Zranb2	ENSMUST00000106057.2	zinc finger, RAN-binding domain containing 2 	3629	1	0	0	1	0	mmu-miR-5099	-0.17	-0.18	< 0.1
Nkd2	ENSMUST00000022051.8	naked cuticle 2 homolog (Drosophila) 	142	1	0	1	0	2	mmu-miR-5099	-0.17	-0.27	< 0.1
Glb1l2	ENSMUST00000040398.8	galactosidase, beta 1-like 2 	214	1	0	0	1	1	mmu-miR-5099	-0.17	-0.20	< 0.1
Cd302	ENSMUST00000074606.5	CD302 antigen 	811	1	0	0	1	0	mmu-miR-5099	-0.17	-0.29	< 0.1
Tc2n	ENSMUST00000162735.2	tandem C2 domains, nuclear 	179	1	0	0	1	2	mmu-miR-5099	-0.17	-0.22	< 0.1
Gdnf	ENSMUST00000022744.3	glial cell line derived neurotrophic factor 	12	1	0	0	1	0	mmu-miR-5099	-0.17	-0.19	< 0.1
Chd6	ENSMUST00000039782.8	chromodomain helicase DNA binding protein 6 	616	1	0	1	0	0	mmu-miR-5099	-0.17	-0.20	< 0.1
Gm10742	ENSMUST00000099198.2	predicted gene 10742 	8	1	0	0	1	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Caprin2	ENSMUST00000111569.3	caprin family member 2 	147	1	0	0	1	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Aldh1a3	ENSMUST00000015278.8	aldehyde dehydrogenase family 1, subfamily A3 	26	1	0	1	0	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Zswim6	ENSMUST00000105097.2	zinc finger SWIM-type containing 6 	294	1	0	0	1	1	mmu-miR-5099	-0.17	-0.17	< 0.1
Fam26d	ENSMUST00000048052.5	family with sequence similarity 26, member D 	5	1	0	0	1	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Gbp11	ENSMUST00000171587.1	guanylate binding protein 11 	145	1	0	0	1	2	mmu-miR-5099	-0.17	-0.17	< 0.1
Zfp7	ENSMUST00000023179.5	zinc finger protein 7 	201	1	0	0	1	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Hmgn2	ENSMUST00000136327.1	high mobility group nucleosomal binding domain 2 	8	1	1	0	0	1	mmu-miR-5099	-0.17	-0.45	< 0.1
Rhbdd1	ENSMUST00000027322.8	rhomboid domain containing 1 	651	1	0	0	1	1	mmu-miR-5099	-0.17	-0.17	< 0.1
Zbtb14	ENSMUST00000112674.2	zinc finger and BTB domain containing 14 	43	1	0	0	1	1	mmu-miR-5099	-0.17	-0.22	< 0.1
Ncs1	ENSMUST00000000199.7	neuronal calcium sensor 1 	761	1	0	0	1	0	mmu-miR-5099	-0.17	-0.18	< 0.1
Rasgef1a	ENSMUST00000164960.1	RasGEF domain family, member 1A 	899	1	0	0	1	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Ttpa	ENSMUST00000117632.2	tocopherol (alpha) transfer protein 	3601	1	0	0	1	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Pou4f2	ENSMUST00000034115.4	POU domain, class 4, transcription factor 2 	5	1	0	0	1	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Rcc1	ENSMUST00000084250.5	regulator of chromosome condensation 1 	466	1	0	0	1	0	mmu-miR-5099	-0.17	-0.17	< 0.1
Lrba	ENSMUST00000107635.1	LPS-responsive beige-like anchor 	863	1	0	0	1	0	mmu-miR-5099	-0.16	-0.17	< 0.1
Ipo8	ENSMUST00000048418.8	importin 8 	500	1	0	0	1	0	mmu-miR-5099	-0.16	-0.18	< 0.1
9930022D16Rik	ENSMUST00000055404.7	RIKEN cDNA 9930022D16 gene 	5	1	0	0	1	0	mmu-miR-5099	-0.16	-0.16	< 0.1
Tcf24	ENSMUST00000185184.1	transcription factor 24 	370	1	0	0	1	0	mmu-miR-5099	-0.16	-0.17	< 0.1
5031410I06Rik	ENSMUST00000063524.2	RIKEN cDNA 5031410I06 gene 	5	1	0	0	1	0	mmu-miR-5099	-0.16	-0.16	< 0.1
Gm21698	ENSMUST00000191203.1	predicted gene, 21698 	5	1	0	0	1	0	mmu-miR-5099	-0.16	-0.16	< 0.1
Exoc1	ENSMUST00000087133.5	exocyst complex component 1 	298	1	0	0	1	0	mmu-miR-5099	-0.16	-0.16	< 0.1
Slc30a4	ENSMUST00000005952.5	solute carrier family 30 (zinc transporter), member 4 	461	1	0	0	1	0	mmu-miR-5099	-0.16	-0.17	< 0.1
Wdr44	ENSMUST00000101670.2	WD repeat domain 44 	211	1	0	0	1	1	mmu-miR-5099	-0.16	-0.23	< 0.1
Eltd1	ENSMUST00000046977.7	EGF, latrophilin seven transmembrane domain containing 1 	1141	1	0	0	1	0	mmu-miR-5099	-0.16	-0.17	< 0.1
Arl5a	ENSMUST00000036541.7	ADP-ribosylation factor-like 5A 	1270	1	0	0	1	1	mmu-miR-5099	-0.16	-0.21	< 0.1
Pou3f3	ENSMUST00000054883.3	POU domain, class 3, transcription factor 3 	71	1	0	0	1	2	mmu-miR-5099	-0.16	-0.18	< 0.1
Cpd	ENSMUST00000021201.5	carboxypeptidase D 	3036	2	1	0	1	1	mmu-miR-5099	-0.16	-0.18	< 0.1
Siglec15	ENSMUST00000170760.2	sialic acid binding Ig-like lectin 15 	0	1	0	0	1	0	mmu-miR-5099	-0.16	-0.16	< 0.1
Mthfsl	ENSMUST00000113110.4	5, 10-methenyltetrahydrofolate synthetase-like 	58	2	0	0	2	2	mmu-miR-5099	-0.16	-0.28	< 0.1
Atl3	ENSMUST00000170373.2	atlastin GTPase 3 	6920	1	0	0	1	2	mmu-miR-5099	-0.16	-0.18	< 0.1
Pth2r	ENSMUST00000027083.6	parathyroid hormone 2 receptor 	8	1	0	0	1	0	mmu-miR-5099	-0.16	-0.16	< 0.1
Ipcef1	ENSMUST00000105617.2	interaction protein for cytohesin exchange factors 1 	7	1	0	0	1	3	mmu-miR-5099	-0.16	-0.16	< 0.1
Gbp4	ENSMUST00000100962.3	guanylate binding protein 4 	102	1	0	0	1	1	mmu-miR-5099	-0.16	-0.18	< 0.1
Mfsd7b	ENSMUST00000085635.4	major facilitator superfamily domain containing 7B 	550	1	0	0	1	1	mmu-miR-5099	-0.16	-0.16	< 0.1
Pgbd5	ENSMUST00000172566.2	piggyBac transposable element derived 5 	15	1	0	0	1	0	mmu-miR-5099	-0.16	-0.16	< 0.1
Ngrn	ENSMUST00000117989.1	neugrin, neurite outgrowth associated 	1548	1	0	0	1	0	mmu-miR-5099	-0.16	-0.16	< 0.1
Krt26	ENSMUST00000100482.2	keratin 26 	5	1	0	0	1	0	mmu-miR-5099	-0.16	-0.16	< 0.1
Chrm3	ENSMUST00000187510.1	cholinergic receptor, muscarinic 3, cardiac 	41	1	0	0	1	1	mmu-miR-5099	-0.16	-0.16	< 0.1
Drp2	ENSMUST00000153424.2	dystrophin related protein 2 	39	1	0	0	1	1	mmu-miR-5099	-0.16	-0.16	< 0.1
Crebl2	ENSMUST00000046303.6	cAMP responsive element binding protein-like 2 	459	1	0	0	1	0	mmu-miR-5099	-0.16	-0.17	< 0.1
Stx17	ENSMUST00000107720.3	syntaxin 17 	664	2	0	0	2	0	mmu-miR-5099	-0.16	-0.19	< 0.1
Gm15737	ENSMUST00000113434.1	predicted gene 15737 	10	1	0	0	1	0	mmu-miR-5099	-0.16	-0.16	< 0.1
Umod	ENSMUST00000033263.4	uromodulin 	6770	1	0	0	1	0	mmu-miR-5099	-0.16	-0.19	< 0.1
Snapc4	ENSMUST00000114115.3	small nuclear RNA activating complex, polypeptide 4 	56	1	0	1	0	0	mmu-miR-5099	-0.16	-0.16	< 0.1
Apobec3	ENSMUST00000176325.2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3 	99	1	0	0	1	1	mmu-miR-5099	-0.16	-0.19	< 0.1
Six4	ENSMUST00000043208.7	sine oculis-related homeobox 4 	266	1	0	0	1	0	mmu-miR-5099	-0.16	-0.17	< 0.1
Abhd12b	ENSMUST00000182927.2	abhydrolase domain containing 12B 	7	1	0	0	1	0	mmu-miR-5099	-0.16	-0.23	< 0.1
Ubap1	ENSMUST00000072866.6	ubiquitin-associated protein 1 	610	1	0	0	1	0	mmu-miR-5099	-0.16	-0.27	< 0.1
Tnfrsf11a	ENSMUST00000027559.7	tumor necrosis factor receptor superfamily, member 11a 	133	1	0	0	1	0	mmu-miR-5099	-0.16	-0.16	< 0.1
Gbp9	ENSMUST00000031238.7	guanylate-binding protein 9 	471	1	0	0	1	0	mmu-miR-5099	-0.16	-0.16	< 0.1
Mrpl10	ENSMUST00000001485.4	mitochondrial ribosomal protein L10 	571	1	0	0	1	0	mmu-miR-5099	-0.16	-0.20	< 0.1
Cldn2	ENSMUST00000054889.3	claudin 2 	4654	1	0	0	1	0	mmu-miR-5099	-0.15	-0.15	< 0.1
Ceacam18	ENSMUST00000032663.8	carcinoembryonic antigen-related cell adhesion molecule 18 	5	1	0	0	1	0	mmu-miR-5099	-0.15	-0.15	< 0.1
Zfp715	ENSMUST00000048015.8	zinc finger protein 715 	79	1	0	0	1	0	mmu-miR-5099	-0.15	-0.15	< 0.1
9430015G10Rik	ENSMUST00000072554.7	RIKEN cDNA 9430015G10 gene 	153	1	0	0	1	0	mmu-miR-5099	-0.15	-0.17	< 0.1
Atg12	ENSMUST00000035648.4	autophagy related 12 	1288	1	0	0	1	1	mmu-miR-5099	-0.15	-0.23	< 0.1
Npbwr1	ENSMUST00000044180.4	neuropeptides B/W receptor 1 	6	1	0	1	0	0	mmu-miR-5099	-0.15	-0.15	< 0.1
Fam46a	ENSMUST00000034802.9	family with sequence similarity 46, member A 	261	1	0	0	1	0	mmu-miR-5099	-0.15	-0.15	< 0.1
Rps6ka3	ENSMUST00000033671.7	ribosomal protein S6 kinase polypeptide 3 	1770	1	0	0	1	1	mmu-miR-5099	-0.15	-0.21	< 0.1
Csgalnact1	ENSMUST00000078350.7	chondroitin sulfate N-acetylgalactosaminyltransferase 1 	280	1	0	0	1	1	mmu-miR-5099	-0.15	-0.15	< 0.1
Pla2g4d	ENSMUST00000094665.4	phospholipase A2, group IVD 	5	1	0	1	0	0	mmu-miR-5099	-0.15	-0.15	< 0.1
Spred1	ENSMUST00000028829.7	sprouty protein with EVH-1 domain 1, related sequence 	1322	1	0	0	1	1	mmu-miR-5099	-0.15	-0.16	< 0.1
Gramd1b	ENSMUST00000121357.2	GRAM domain containing 1B 	86	2	0	2	0	0	mmu-miR-5099	-0.15	-0.24	< 0.1
Nabp1	ENSMUST00000027279.6	nucleic acid binding protein 1 	1026	1	0	0	1	1	mmu-miR-5099	-0.15	-0.20	< 0.1
Zfp239	ENSMUST00000079405.9	zinc finger protein 239 	99	1	0	0	1	0	mmu-miR-5099	-0.15	-0.15	< 0.1
Rab5b	ENSMUST00000000727.2	RAB5B, member RAS oncogene family 	131	1	0	0	1	0	mmu-miR-5099	-0.15	-0.15	< 0.1
Trim24	ENSMUST00000031859.8	tripartite motif-containing 24 	61	1	0	0	1	1	mmu-miR-5099	-0.15	-0.17	< 0.1
Pof1b	ENSMUST00000039887.3	premature ovarian failure 1B 	39	1	0	0	1	1	mmu-miR-5099	-0.15	-0.18	< 0.1
Hivep2	ENSMUST00000191138.1	human immunodeficiency virus type I enhancer binding protein 2 	296	1	0	0	1	1	mmu-miR-5099	-0.15	-0.16	< 0.1
Dgkq	ENSMUST00000053913.7	diacylglycerol kinase, theta 	428	1	0	0	1	0	mmu-miR-5099	-0.15	-0.16	< 0.1
Bag4	ENSMUST00000038498.8	BCL2-associated athanogene 4 	862	1	0	0	1	1	mmu-miR-5099	-0.15	-0.17	< 0.1
Tbl1xr1	ENSMUST00000063988.8	transducin (beta)-like 1X-linked receptor 1 	1196	2	0	0	2	0	mmu-miR-5099	-0.15	-0.17	< 0.1
Ccdc43	ENSMUST00000092569.7	coiled-coil domain containing 43 	530	1	0	0	1	0	mmu-miR-5099	-0.15	-0.15	< 0.1
Ggps1	ENSMUST00000170957.1	geranylgeranyl diphosphate synthase 1 	548	1	0	0	1	0	mmu-miR-5099	-0.15	-0.19	< 0.1
Sik3	ENSMUST00000126865.2	SIK family kinase 3 	671	1	0	0	1	0	mmu-miR-5099	-0.15	-0.17	< 0.1
Zfp641	ENSMUST00000023722.6	zinc finger protein 641 	114	1	0	1	0	1	mmu-miR-5099	-0.15	-0.17	< 0.1
Ppp1r8	ENSMUST00000030702.8	protein phosphatase 1, regulatory (inhibitor) subunit 8 	249	1	0	0	1	0	mmu-miR-5099	-0.15	-0.15	< 0.1
Slc30a3	ENSMUST00000031037.8	solute carrier family 30 (zinc transporter), member 3 	7	1	0	0	1	0	mmu-miR-5099	-0.15	-0.21	< 0.1
Slc5a9	ENSMUST00000102721.2	solute carrier family 5 (sodium/glucose cotransporter), member 9 	36	1	0	0	1	0	mmu-miR-5099	-0.15	-0.20	< 0.1
4930544L04Rik	ENSMUST00000097982.2	RIKEN cDNA 4930544L04 gene 	5	1	0	0	1	0	mmu-miR-5099	-0.15	-0.15	< 0.1
Speer4a	ENSMUST00000079447.2	spermatogenesis associated glutamate (E)-rich protein 4a 	5	1	0	0	1	0	mmu-miR-5099	-0.15	-0.15	< 0.1
Arfgap2	ENSMUST00000080008.7	ADP-ribosylation factor GTPase activating protein 2 	310	1	0	0	1	0	mmu-miR-5099	-0.15	-0.15	< 0.1
Gbp8	ENSMUST00000031235.7	guanylate-binding protein 8 	29	2	0	1	1	0	mmu-miR-5099	-0.15	-0.27	< 0.1
