Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Chst7	ENSMUST00000044138.7	carbohydrate (N-acetylglucosamino) sulfotransferase 7 	190	1	0	0	1	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Siah1b	ENSMUST00000037928.3	seven in absentia 1B 	25	1	0	0	1	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Ppig	ENSMUST00000090858.4	peptidyl-prolyl isomerase G (cyclophilin G) 	537	2	1	1	0	0	mmu-miR-21a-3p	-0.22	-0.30	< 0.1
Rap1b	ENSMUST00000064667.7	RAS related protein 1b 	10115	2	0	2	0	2	mmu-miR-21a-3p	-0.22	-0.38	< 0.1
BB287469	ENSMUST00000110149.1	expressed sequence BB287469 	5	1	0	0	1	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Cdk20	ENSMUST00000021939.6	cyclin-dependent kinase 20 	120	2	1	1	0	0	mmu-miR-21a-3p	-0.22	-0.30	< 0.1
Vkorc1	ENSMUST00000033074.6	vitamin K epoxide reductase complex, subunit 1 	319	1	0	1	0	0	mmu-miR-21a-3p	-0.22	-0.23	< 0.1
Syndig1	ENSMUST00000109935.2	synapse differentiation inducing 1 	7	1	0	1	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Cxcl2	ENSMUST00000075433.6	chemokine (C-X-C motif) ligand 2 	5	1	0	0	1	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Aldh9a1	ENSMUST00000028004.9	aldehyde dehydrogenase 9, subfamily A1 	1180	1	0	0	1	0	mmu-miR-21a-3p	-0.22	-0.23	< 0.1
Pepd	ENSMUST00000075068.8	peptidase D 	3331	1	0	1	0	1	mmu-miR-21a-3p	-0.22	-0.23	< 0.1
Sesn3	ENSMUST00000034507.7	sestrin 3 	3314	2	0	2	0	1	mmu-miR-21a-3p	-0.22	-0.23	< 0.1
Cdc42ep4	ENSMUST00000106616.1	CDC42 effector protein (Rho GTPase binding) 4 	476	1	0	0	1	2	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Calm1	ENSMUST00000110082.4	calmodulin 1 	29214	1	0	1	0	2	mmu-miR-21a-3p	-0.22	-0.25	< 0.1
Fundc1	ENSMUST00000026016.7	FUN14 domain containing 1 	1555	1	0	0	1	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Strap	ENSMUST00000064910.6	serine/threonine kinase receptor associated protein 	3203	1	0	1	0	1	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Wnt10b	ENSMUST00000023732.6	wingless related MMTV integration site 10b 	134	1	1	0	0	0	mmu-miR-21a-3p	-0.22	-0.27	< 0.1
Tmem170b	ENSMUST00000129449.1	transmembrane protein 170B 	158	1	0	1	0	2	mmu-miR-21a-3p	-0.22	-0.24	< 0.1
Cib1	ENSMUST00000065163.9	calcium and integrin binding 1 (calmyrin) 	625	1	0	1	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Pde8b	ENSMUST00000162412.2	phosphodiesterase 8B 	287	2	0	1	1	1	mmu-miR-21a-3p	-0.22	-0.30	< 0.1
Tacstd2	ENSMUST00000058178.4	tumor-associated calcium signal transducer 2 	591	1	0	1	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Champ1	ENSMUST00000051870.7	chromosome alignment maintaining phosphoprotein 1 	743	2	1	1	0	0	mmu-miR-21a-3p	-0.22	-0.23	< 0.1
Fam134c	ENSMUST00000107295.4	family with sequence similarity 134, member C 	467	3	1	2	0	0	mmu-miR-21a-3p	-0.22	-0.33	< 0.1
Cdk19	ENSMUST00000044672.5	cyclin-dependent kinase 19 	686	1	1	0	0	1	mmu-miR-21a-3p	-0.22	-0.23	< 0.1
Nim1k	ENSMUST00000178142.1	NIM1 serine/threonine protein kinase 	5	2	1	1	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Plcxd1	ENSMUST00000086687.4	phosphatidylinositol-specific phospholipase C, X domain containing 1 	311	1	0	1	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Ces3b	ENSMUST00000093221.7	carboxylesterase 3B 	4252	2	0	1	1	0	mmu-miR-21a-3p	-0.22	-0.32	< 0.1
Sept8	ENSMUST00000117061.2	septin 8 	1534	2	0	0	2	0	mmu-miR-21a-3p	-0.22	-0.25	< 0.1
Lyrm4	ENSMUST00000053265.6	LYR motif containing 4 	670	2	0	1	1	0	mmu-miR-21a-3p	-0.22	-0.30	< 0.1
A630091E08Rik	ENSMUST00000069035.4	RIKEN cDNA A630091E08 gene 	5	1	0	1	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
3110043O21Rik	ENSMUST00000084724.4	RIKEN cDNA 3110043O21 gene 	809	2	1	1	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Gm10735	ENSMUST00000099162.2	predicted gene 10735 	6	1	0	1	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Lce1k	ENSMUST00000179917.1	late cornified envelope 1K 	5	1	0	1	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Lpar3	ENSMUST00000039164.2	lysophosphatidic acid receptor 3 	71	2	0	1	1	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Lin7c	ENSMUST00000028583.7	lin-7 homolog C (C. elegans) 	1842	2	0	2	0	2	mmu-miR-21a-3p	-0.22	-0.23	< 0.1
Gpr56	ENSMUST00000179619.2	G protein-coupled receptor 56 	568	1	0	0	1	2	mmu-miR-21a-3p	-0.22	-0.23	< 0.1
Pik3ca	ENSMUST00000029201.8	phosphatidylinositol 3-kinase, catalytic, alpha polypeptide 	1076	5	1	4	0	1	mmu-miR-21a-3p	-0.22	-0.37	< 0.1
Kctd13	ENSMUST00000032924.5	potassium channel tetramerisation domain containing 13 	497	1	0	1	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Cks1b	ENSMUST00000029679.3	CDC28 protein kinase 1b 	52	1	0	0	1	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Tctn1	ENSMUST00000111738.3	tectonic family member 1 	114	1	1	0	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Myoz3	ENSMUST00000056533.7	myozenin 3 	2514	2	1	1	0	2	mmu-miR-21a-3p	-0.22	-0.34	< 0.1
Dhtkd1	ENSMUST00000026924.6	dehydrogenase E1 and transketolase domain containing 1 	543	1	1	0	0	0	mmu-miR-21a-3p	-0.22	-0.23	< 0.1
Ngly1	ENSMUST00000022310.6	N-glycanase 1 	1898	1	0	1	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Adra2b	ENSMUST00000104934.1	adrenergic receptor, alpha 2b 	232	4	0	3	1	1	mmu-miR-21a-3p	-0.22	-0.23	< 0.1
Stk25	ENSMUST00000027498.8	serine/threonine kinase 25 (yeast) 	2905	1	0	1	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Fads1	ENSMUST00000010807.4	fatty acid desaturase 1 	1215	1	1	0	0	2	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Fam210b	ENSMUST00000028995.4	family with sequence similarity 210, member B 	1335	1	0	1	0	1	mmu-miR-21a-3p	-0.22	-0.23	< 0.1
Fbln7	ENSMUST00000110324.2	fibulin 7 	156	1	0	1	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Slc48a1	ENSMUST00000117892.1	solute carrier family 48 (heme transporter), member 1 	2003	1	0	0	1	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Ube2e1	ENSMUST00000022296.6	ubiquitin-conjugating enzyme E2E 1 	114	1	0	0	1	0	mmu-miR-21a-3p	-0.22	-0.25	< 0.1
Capza2	ENSMUST00000015877.8	capping protein (actin filament) muscle Z-line, alpha 2 	9237	1	0	1	0	1	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Galnt4	ENSMUST00000161240.3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 	489	2	0	2	0	1	mmu-miR-21a-3p	-0.22	-0.25	< 0.1
Dbf4	ENSMUST00000002368.10	DBF4 homolog (S. cerevisiae) 	1287	4	0	1	3	1	mmu-miR-21a-3p	-0.22	-0.34	< 0.1
Galnt11	ENSMUST00000045737.8	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 	10074	1	1	0	0	0	mmu-miR-21a-3p	-0.22	-0.22	< 0.1
Slc25a26	ENSMUST00000061118.8	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26 	859	1	0	1	0	1	mmu-miR-21a-3p	-0.22	-0.27	< 0.1
Msl3l2	ENSMUST00000063138.7	male-specific lethal 3-like 2 (Drosophila) 	92	1	0	0	1	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Brca1	ENSMUST00000017290.5	breast cancer 1 	163	1	1	0	0	0	mmu-miR-21a-3p	-0.21	-0.22	< 0.1
Mad2l1	ENSMUST00000101343.1	MAD2 mitotic arrest deficient-like 1 	447	3	1	2	0	4	mmu-miR-21a-3p	-0.21	-0.62	< 0.1
Chmp4b	ENSMUST00000044277.9	charged multivesicular body protein 4B 	8165	2	0	2	0	1	mmu-miR-21a-3p	-0.21	-0.29	< 0.1
Larp1b	ENSMUST00000065411.7	La ribonucleoprotein domain family, member 1B 	133	1	0	1	0	0	mmu-miR-21a-3p	-0.21	-0.22	< 0.1
S100pbp	ENSMUST00000106061.3	S100P binding protein 	727	2	0	2	0	3	mmu-miR-21a-3p	-0.21	-0.24	< 0.1
Ttc39b	ENSMUST00000102823.4	tetratricopeptide repeat domain 39B 	812	3	1	2	0	2	mmu-miR-21a-3p	-0.21	-0.26	< 0.1
Lrrc75b	ENSMUST00000051129.9	leucine rich repeat containing 75B 	17	1	0	0	1	1	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Rmnd5b	ENSMUST00000001081.4	required for meiotic nuclear division 5 homolog B (S. cerevisiae) 	197	1	0	1	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Atp6v1a	ENSMUST00000114666.3	ATPase, H+ transporting, lysosomal V1 subunit A 	293	1	0	1	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Nutm1	ENSMUST00000043970.1	NUT midline carcinoma, family member 1 	5	1	0	1	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Siglec15	ENSMUST00000170760.2	sialic acid binding Ig-like lectin 15 	0	1	0	0	1	1	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Xpnpep3	ENSMUST00000041609.5	X-prolyl aminopeptidase (aminopeptidase P) 3, putative 	465	1	1	0	0	0	mmu-miR-21a-3p	-0.21	-0.23	< 0.1
Pdap1	ENSMUST00000031627.8	PDGFA associated protein 1 	79	1	0	1	0	0	mmu-miR-21a-3p	-0.21	-0.22	< 0.1
Tmub2	ENSMUST00000036376.7	transmembrane and ubiquitin-like domain containing 2 	1049	1	1	0	0	0	mmu-miR-21a-3p	-0.21	-0.22	< 0.1
Itm2a	ENSMUST00000033591.5	integral membrane protein 2A 	4264	1	0	1	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Rnf125	ENSMUST00000050004.1	ring finger protein 125 	46	1	1	0	0	0	mmu-miR-21a-3p	-0.21	-0.32	< 0.1
Etv5	ENSMUST00000079601.7	ets variant 5 	46	1	0	1	0	1	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Cd33	ENSMUST00000039861.5	CD33 antigen 	189	3	1	2	0	1	mmu-miR-21a-3p	-0.21	-0.27	< 0.1
Stx17	ENSMUST00000107720.3	syntaxin 17 	664	2	1	1	0	1	mmu-miR-21a-3p	-0.21	-0.36	< 0.1
Cdon	ENSMUST00000119129.3	cell adhesion molecule-related/down-regulated by oncogenes 	344	3	1	1	1	1	mmu-miR-21a-3p	-0.21	-0.25	< 0.1
Cdhr1	ENSMUST00000022337.9	cadherin-related family member 1 	10	1	1	0	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Gm10000	ENSMUST00000070814.2	predicted gene 10000 	5	1	0	1	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Uba1y	ENSMUST00000115894.1	ubiquitin-activating enzyme, Chr Y 	5	1	0	1	0	1	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Ppa1	ENSMUST00000020286.6	pyrophosphatase (inorganic) 1 	4002	1	0	0	1	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Fkbp1a	ENSMUST00000044011.6	FK506 binding protein 1a 	115	2	0	2	0	0	mmu-miR-21a-3p	-0.21	-0.33	< 0.1
Piezo2	ENSMUST00000047480.7	piezo-type mechanosensitive ion channel component 2 	52	2	0	2	0	1	mmu-miR-21a-3p	-0.21	-0.22	< 0.1
Galnt3	ENSMUST00000028378.3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 	223	3	0	1	2	0	mmu-miR-21a-3p	-0.21	-0.39	< 0.1
Actn2	ENSMUST00000064204.8	actinin alpha 2 	3619	1	0	0	1	1	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Fam76b	ENSMUST00000059579.6	family with sequence similarity 76, member B 	1077	1	0	1	0	1	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
6820408C15Rik	ENSMUST00000039961.6	RIKEN cDNA 6820408C15 gene 	13	1	0	1	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Dclk1	ENSMUST00000167204.2	doublecortin-like kinase 1 	166	2	0	1	1	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Prokr2	ENSMUST00000049997.8	prokineticin receptor 2 	7	3	2	0	1	1	mmu-miR-21a-3p	-0.21	-0.24	< 0.1
Arl14epl	ENSMUST00000097580.1	ADP-ribosylation factor-like 14 effector protein-like 	5	1	0	0	1	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Khdrbs2	ENSMUST00000027226.6	KH domain containing, RNA binding, signal transduction associated 2 	7	1	0	1	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Gm8257	ENSMUST00000169583.2	predicted pseudogene 8257 	5	1	0	1	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Rcan3	ENSMUST00000030606.8	regulator of calcineurin 3 	153	1	0	1	0	4	mmu-miR-21a-3p	-0.21	-0.31	< 0.1
Zfp874a	ENSMUST00000075255.5	zinc finger protein 874a 	12	1	1	0	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Tfcp2l1	ENSMUST00000027629.9	transcription factor CP2-like 1 	272	2	0	2	0	3	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Arhgap15	ENSMUST00000055776.7	Rho GTPase activating protein 15 	134	1	1	0	0	1	mmu-miR-21a-3p	-0.21	-0.24	< 0.1
Tmem43	ENSMUST00000032183.4	transmembrane protein 43 	2128	4	1	2	1	1	mmu-miR-21a-3p	-0.21	-0.31	< 0.1
Krt2	ENSMUST00000023712.7	keratin 2 	5	1	0	0	1	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Avl9	ENSMUST00000031805.8	AVL9 homolog (S. cerevisiase) 	569	3	0	3	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Zcchc10	ENSMUST00000018383.4	zinc finger, CCHC domain containing 10 	805	1	0	1	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
9130409I23Rik	ENSMUST00000036819.6	RIKEN cDNA 9130409I23 gene 	83	1	0	0	1	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
9330161L09Rik	ENSMUST00000056140.4	RIKEN cDNA 9330161L09 gene 	15	1	0	0	1	1	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Zcchc3	ENSMUST00000099207.4	zinc finger, CCHC domain containing 3 	6	1	0	1	0	1	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Npat	ENSMUST00000035850.7	nuclear protein in the AT region 	393	2	0	1	1	2	mmu-miR-21a-3p	-0.21	-0.44	< 0.1
Kcna4	ENSMUST00000037012.2	potassium voltage-gated channel, shaker-related subfamily, member 4 	12	3	0	3	0	1	mmu-miR-21a-3p	-0.21	-0.27	< 0.1
2810403A07Rik	ENSMUST00000029696.6	RIKEN cDNA 2810403A07 gene 	1070	2	0	2	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
4922502D21Rik	ENSMUST00000051283.6	RIKEN cDNA 4922502D21 gene 	5	1	0	1	0	1	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Gem	ENSMUST00000108304.3	GTP binding protein (gene overexpressed in skeletal muscle) 	75	1	0	1	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Rtkn2	ENSMUST00000118160.2	rhotekin 2 	3112	1	0	0	1	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Tgm4	ENSMUST00000026893.4	transglutaminase 4 (prostate) 	8	1	1	0	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Cbln4	ENSMUST00000087950.3	cerebellin 4 precursor protein 	11	1	1	0	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Mtmr12	ENSMUST00000038172.9	myotubularin related protein 12 	508	1	0	0	1	1	mmu-miR-21a-3p	-0.21	-0.22	< 0.1
Prpf18	ENSMUST00000035721.8	PRP18 pre-mRNA processing factor 18 homolog (yeast) 	850	2	1	0	1	0	mmu-miR-21a-3p	-0.21	-0.26	< 0.1
Plekha8	ENSMUST00000119706.2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 	269	2	0	1	1	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Map2k3	ENSMUST00000019076.4	mitogen-activated protein kinase kinase 3 	56	3	0	3	0	1	mmu-miR-21a-3p	-0.21	-0.27	< 0.1
Ubfd1	ENSMUST00000033158.4	ubiquitin family domain containing 1 	2965	3	0	2	1	2	mmu-miR-21a-3p	-0.21	-0.27	< 0.1
Ap1s2	ENSMUST00000069041.9	adaptor-related protein complex 1, sigma 2 subunit 	2303	1	0	1	0	0	mmu-miR-21a-3p	-0.21	-0.21	< 0.1
Mgl2	ENSMUST00000041550.6	macrophage galactose N-acetyl-galactosamine specific lectin 2 	8	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Arfip1	ENSMUST00000098990.4	ADP-ribosylation factor interacting protein 1 	2628	1	0	0	1	2	mmu-miR-21a-3p	-0.20	-0.24	< 0.1
Ipo4	ENSMUST00000047131.10	importin 4 	438	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.21	< 0.1
Bend7	ENSMUST00000056914.6	BEN domain containing 7 	193	2	0	1	1	0	mmu-miR-21a-3p	-0.20	-0.36	< 0.1
Rbm48	ENSMUST00000042753.8	RNA binding motif protein 48 	15	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Gm21319	ENSMUST00000164517.2	predicted gene, 21319 	5	1	0	0	1	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Npffr1	ENSMUST00000020287.6	neuropeptide FF receptor 1 	2	3	0	2	1	3	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Gm7964	ENSMUST00000051522.9	predicted gene 7964 	31	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Usp44	ENSMUST00000095333.4	ubiquitin specific peptidase 44 	13	1	0	0	1	1	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Clec4a1	ENSMUST00000060484.8	C-type lectin domain family 4, member a1 	236	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.21	< 0.1
Unc13b	ENSMUST00000079978.7	unc-13 homolog B (C. elegans) 	533	2	0	2	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Zbtb39	ENSMUST00000054287.7	zinc finger and BTB domain containing 39 	95	2	0	0	2	2	mmu-miR-21a-3p	-0.20	-0.21	< 0.1
Slc5a6	ENSMUST00000114665.2	solute carrier family 5 (sodium-dependent vitamin transporter), member 6 	102	1	0	0	1	0	mmu-miR-21a-3p	-0.20	-0.21	< 0.1
Fam217b	ENSMUST00000094251.5	family with sequence similarity 217, member B 	223	1	0	1	0	3	mmu-miR-21a-3p	-0.20	-0.22	< 0.1
Setd2	ENSMUST00000153838.3	SET domain containing 2 	2573	1	1	0	0	1	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Ddc	ENSMUST00000066237.4	dopa decarboxylase 	102	1	0	0	1	0	mmu-miR-21a-3p	-0.20	-0.22	< 0.1
Acsl3	ENSMUST00000035779.9	acyl-CoA synthetase long-chain family member 3 	2364	1	0	0	1	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Dad1	ENSMUST00000022781.7	defender against cell death 1 	388	1	0	0	1	0	mmu-miR-21a-3p	-0.20	-0.21	< 0.1
Dcun1d2	ENSMUST00000110838.2	DCN1, defective in cullin neddylation 1, domain containing 2 (S. cerevisiae) 	108	1	0	0	1	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
C130026L21Rik	ENSMUST00000064930.3	RIKEN cDNA C130026L21 gene 	5	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Slmo2	ENSMUST00000016401.9	slowmo homolog 2 (Drosophila) 	2289	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Dyx1c1	ENSMUST00000034734.8	dyslexia susceptibility 1 candidate 1 homolog (human) 	37	1	0	1	0	2	mmu-miR-21a-3p	-0.20	-0.22	< 0.1
Neo1	ENSMUST00000068664.5	neogenin 	1725	2	0	1	1	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Fam171a1	ENSMUST00000091505.5	family with sequence similarity 171, member A1 	134	1	0	1	0	1	mmu-miR-21a-3p	-0.20	-0.23	< 0.1
5830411N06Rik	ENSMUST00000164583.2	RIKEN cDNA 5830411N06 gene 	8	1	1	0	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Cdca8	ENSMUST00000084296.4	cell division cycle associated 8 	2141	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Gm5114	ENSMUST00000108017.1	predicted gene 5114 	5	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Zc3h6	ENSMUST00000110320.3	zinc finger CCCH type containing 6 	65	1	0	1	0	1	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Jak1	ENSMUST00000102781.4	Janus kinase 1 	4771	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.21	< 0.1
Rpl5	ENSMUST00000082223.7	ribosomal protein L5 	1500	1	0	0	1	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Hs3st3b1	ENSMUST00000094103.3	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 	907	1	0	0	1	2	mmu-miR-21a-3p	-0.20	-0.23	< 0.1
Rps4x	ENSMUST00000033683.7	ribosomal protein S4, X-linked 	98	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.21	< 0.1
Rassf3	ENSMUST00000026902.7	Ras association (RalGDS/AF-6) domain family member 3 	1177	2	0	1	1	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Dync2h1	ENSMUST00000140466.2	dynein cytoplasmic 2 heavy chain 1 	132	2	2	0	0	0	mmu-miR-21a-3p	-0.20	-0.23	< 0.1
Zfp273	ENSMUST00000181391.2	zinc finger protein 273 	140	1	0	0	1	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Clasrp	ENSMUST00000086041.5	CLK4-associating serine/arginine rich protein 	17	1	0	0	1	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Mknk1	ENSMUST00000019677.6	MAP kinase-interacting serine/threonine kinase 1 	285	1	0	0	1	2	mmu-miR-21a-3p	-0.20	-0.27	< 0.1
Rbpms	ENSMUST00000191473.1	RNA binding protein gene with multiple splicing 	1871	1	1	0	0	1	mmu-miR-21a-3p	-0.20	-0.29	< 0.1
Smad2	ENSMUST00000168423.2	SMAD family member 2 	979	3	0	2	1	1	mmu-miR-21a-3p	-0.20	-0.31	< 0.1
Hspb8	ENSMUST00000036991.4	heat shock protein 8 	353	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.21	< 0.1
Wrb	ENSMUST00000023913.8	tryptophan rich basic protein 	835	2	1	1	0	0	mmu-miR-21a-3p	-0.20	-0.34	< 0.1
Ern2	ENSMUST00000033153.7	endoplasmic reticulum (ER) to nucleus signalling 2 	5	1	0	0	1	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Erich5	ENSMUST00000060894.7	glutamate rich 5 	5	2	0	2	0	1	mmu-miR-21a-3p	-0.20	-0.21	< 0.1
Scg2	ENSMUST00000185234.1	secretogranin II 	12	1	0	0	1	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Tmem35	ENSMUST00000037687.7	transmembrane protein 35 	95	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
AU022751	ENSMUST00000101698.3	expressed sequence AU022751 	13	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Slc38a5	ENSMUST00000115591.2	solute carrier family 38, member 5 	248	1	0	0	1	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Scml4	ENSMUST00000063063.8	sex comb on midleg-like 4 (Drosophila) 	8	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Npr3	ENSMUST00000066529.3	natriuretic peptide receptor 3 	2711	1	1	0	0	1	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Ap1b1	ENSMUST00000009234.10	adaptor protein complex AP-1, beta 1 subunit 	2971	2	0	2	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Urb1	ENSMUST00000140920.1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae) 	260	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.21	< 0.1
4932443I19Rik	ENSMUST00000166277.1	RIKEN cDNA 4932443I19 gene 	11	1	0	0	1	0	mmu-miR-21a-3p	-0.20	-0.27	< 0.1
Inpp4a	ENSMUST00000027287.5	inositol polyphosphate-4-phosphatase, type I 	1272	1	0	0	1	1	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Sprr2a3	ENSMUST00000090872.5	small proline-rich protein 2A3 	7	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Klf14	ENSMUST00000101589.4	Kruppel-like factor 14 	14	1	0	0	1	1	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Sirpa	ENSMUST00000103203.2	signal-regulatory protein alpha 	915	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Defb1	ENSMUST00000051017.8	defensin beta 1 	2728	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.25	< 0.1
Zfp248	ENSMUST00000069292.8	zinc finger protein 248 	95	1	1	0	0	0	mmu-miR-21a-3p	-0.20	-0.41	< 0.1
Hps3	ENSMUST00000012580.7	Hermansky-Pudlak syndrome 3 homolog (human) 	99	2	0	0	2	0	mmu-miR-21a-3p	-0.20	-0.24	< 0.1
Xndc1	ENSMUST00000106950.2	Xrcc1 N-terminal domain containing 1 	145	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Ctxn2	ENSMUST00000099452.2	cortexin 2 	5	1	0	1	0	0	mmu-miR-21a-3p	-0.20	-0.20	< 0.1
Rnf185	ENSMUST00000077078.6	ring finger protein 185 	336	1	0	0	1	1	mmu-miR-21a-3p	-0.20	-0.22	< 0.1
